,,□,金融業（企画担当）,それ以外,・設備資金は食品関連の能力増強投資が増加しているが、他の中小企業までには広がっていない。住宅投資は分譲・賃貸マンションが前年より落ち込んでいる。建設業界は公共投資の削減で競争が激化している。観光関連では土産物の水産加工業や製菓業、それを扱う卸・小売業は堅調に推移している。個人消費は所得が伸びないことから弱めの動きにあり、総じて景気は横ばいで推移している。
,,□,司法書士,取引先の様子,・土地建物の取引は平行線で、特に上向いているとはいえない。
,,□,その他サービス業［建設機械リース］（営業担当）,受注価格や販売価格の動き,・建設工事全般で施主から施工業者への安値発注が目立っており、その結果、川下産業にマイナスの影響が出ている。
,,□,その他サービス業［建設機械リース］（支店長）,受注量や販売量の動き,・少額物件の商材が散見されるようになってきたが、決して良好な状況とは言い難い。
,,▲,出版・印刷・同関連産業（役員）,受注価格や販売価格の動き,・仕事の引き合いが少し減ってきている。また落札価格も依然として安い水準にある。
,,▲,司法書士,取引先の様子,・住宅新築のための土地取得が極端に少ない。わずかにハウスメーカーによる住宅取得がみられる程度である。
,,▲,その他非製造業［鋼材卸売］（従業員）,取引先の様子,・道内の大型の建築案件は07年度後半から08年度にかけて施工されることが予測されるが、今年度の工事分については既に終わっており、生産財や消耗資材の受注量は前四半期と比較して減少している。
,,×,＊,＊,＊
"雇用
関連

(北海道)",,◎,学校［大学］（就職担当）,求人数の動き,・12月現在も求人を出している企業があり、紹介する側も困惑している。中には、既に内定を得ている学生で、求人票を見て再度就職活動を始めるケースもある。
,,○,人材派遣会社（社員）,採用者数の動き,・企業の業績は決して良くないが、優秀な人材への求人ニーズが高まっている。業界も多岐に渡っており、悪いのは建設業界くらいとなっている。
,,□,求人情報誌製作会社（編集者）,それ以外,・Ｕ・Ｉターン率の低下や若年労働力の不足、中途求職希望者のスキル不足、資質の低下等が、雇用の潜在的なミスマッチを助長している。
,,▲,求人情報誌製作会社（編集者）,求人数の動き,・人材派遣、病院・介護、コールセンター、貨物・倉庫業、業務請負といった業種の求人件数が高水準にある一方で、一般の中小企業、小売店、飲食店等の求人件数が平年並みに落ち着いてきた。
,,▲,求人情報誌製作会社（編集者）,求人数の動き,・ハローワークの報道コメントにもあったように、年末年始という要因を差し引いても、新規求人数が低いレベルにある。特に正社員求人でその傾向が強い。
,,▲,職業安定所（職員）,求人数の動き,・新規求人数も新規求職者数も減少傾向にあるが、新規求人数の方が減少幅が大きい。
,,▲,職業安定所（職員）,求人数の動き,・新規求人数が前年比80％と大幅に減少している。
,,▲,職業安定所（職員）,求人数の動き,・上半期は横ばいで推移していた新規求人数が、２か月連続で減少している。それぞれ前年比でマイナス9.6％、マイナス20.3％となっており、落ち込みが目立ってきている。
,,×,＊,＊,＊
,,,,,
　２．東北（地域別調査機関：（財）東北開発研究センター）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(東北)",,◎,－,－,－
,,○,一般小売店［カメラ］（店長）,販売量の動き,・写真、機材などが12月になり動きが良くなった。新製品が好調である。また、天候にも恵まれて客の動きも活発である。
,,○,スーパー（店長）,販売量の動き,・改装効果が続き12月も売上が好調に推移している。競合店の新規出店もあったが、今のところ売上増加の勢いが上回っている。
,,○,コンビニ（経営者）,来客数の動き,・前年の今ごろは２けた台の伸びであったため、本年は前年を割り込む月が続いていたが、当月は前年並みまで回復した。来客数は前年を上回ったが、客単価は伸びていない。今後は品ぞろえの見直しが必要である。
,,○,衣料品専門店（経営者）,お客様の様子,・オーダー部門の売上は相変わらず伸びていないが、修理部門では値段が少々高くても直して再利用しようとする客が増えた。
,,○,衣料品専門店（店長）,販売量の動き,・暖冬といわれているが、コートを買い求める客が増えている。特に30代前後の客が伸びている。
,,○,衣料品専門店（店長）,お客様の様子,・ターゲットを絞った商品構成にしているため、暖冬にもかかわらずファッション性重視の客層を取り込めている。
,,○,その他専門店［化粧品］（経営者）,来客数の動き,・好天に恵まれ、また、クリスマス商戦も23、24日が連休に重なったため、プレゼントを買い求める客が多かった。雑貨関係は好調であったが、冬物、防寒衣料では苦戦しているので、今後の動向は気になるところである。
,,○,高級レストラン（支配人）,来客数の動き,・年末年始商品の予約が好調に推移し、忘新年会も増えた。売上も順調に伸びた。
,,○,観光名所（職員）,来客数の動き,・12月の乗船人数、また、１、２月の予約も伸びている。
,,□,商店街（代表者）,来客数の動き,・東北地方にしては穏やかな気候が続いたので、徒歩による周辺の消費者の動きがあった。
,,□,一般小売店［スポーツ用品］（経営者）,お客様の様子,・客の購買方法が全く変わらない。12月22日より25日までバーゲンをしているが、新札の１万円札が非常に少ない。
,,□,一般小売店［医薬品］（経営者）,お客様の様子,・客から聞く話や販売量、金額をみても、３か月前とそれほど変わらない。
,,□,一般小売店［雑貨］（企画担当）,来客数の動き,・暖冬ではあるが、来客数は比較的安定している。
,,□,百貨店（売場主任）,お客様の様子,・コートの動きは前月に引き続き好調であるが、暖冬の影響もあり他の冬物衣料については客の購入意欲が欠けている。クリアランスセール待ちの客も多く、買い控えが目立つ。
,,□,百貨店（売場担当）,お客様の様子,・ボーナス、クリスマス商戦に期待していたが、暖冬の影響でコートなどが伸び悩み、売上は前年より厳しい。その代わりに春物のセーター、カットソーなどの動きが良い。
,,□,百貨店（経営者）,販売量の動き,・食品部門は近隣に競合店が増えたため非常に厳しい。気温が高く雪も少ないため靴、マフラー、コート、手袋などの防寒商品は低迷している。その中ではブランド商品を中心とした婦人衣料は悪くない。全体的にはダウントレンドで変わらない。
,,□,スーパー（経営者）,単価の動き,・来客数は微増、単価はほぼ前年並みの傾向で、数か月変化がない。
,,□,スーパー（経営者）,お客様の様子,・この地域の景気は農家の動向が大きく影響する。みかんなど遠方から入荷するものは高値であるが、地元名産の干し柿などそれ以外の物は安値が続いているため、農家の状況は良くない。
,,□,スーパー（店長）,販売量の動き,・来客数は前年並みに推移しているが、買上点数は３％程度低下している。必要なもの以外は買わない傾向であり、相変わらず景気の回復は見込めない。
,,□,コンビニ（エリア担当）,販売量の動き,・前年より気温が高く雪が降らなかった点は良かったが、クリスマスイブが週末に重なったためケーキの売行きは前年を下回っている。また、お歳暮などギフト商品も前年を下回っている。
,,□,コンビニ（店長）,来客数の動き,・コンビニ業界は数年前から過渡期を迎え、今一つ客のニーズにこたえきれていないのが現実であり、集客が難しくなっている。景気自体はそれほど悪くなくても、どの業界も難しい時期にきている。
,,□,衣料品専門店（経営者）,販売量の動き,・暖冬の影響が大きいものと推測されるが、12月の中心アイテムであるコートの売行きが悪く、単価も下がっている。
,,□,衣料品専門店（総務担当）,来客数の動き,・暖冬の影響で来客数、及び買上点数に影響が出ている。
,,□,家電量販店（店長）,販売量の動き,・暖冬の影響で季節商材の動きが非常に悪い。それを補うようにＡＶ関係は健闘しているが、パソコンは新ＯＳの発売を控え極端に動きが悪くなっている。前年比で横ばい状態である。
,,□,家電量販店（従業員）,販売量の動き,・暖冬のために暖房器具の売行きが非常に悪く、全体の足を引っ張っている。
,,□,乗用車販売店（経営者）,販売量の動き,・新型車イベントなどで販売量の増加を期待していたが、思うように伸びていない。店頭来場数は確実に増えているものの、以前より慎重さを増している。
,,□,乗用車販売店（経営者）,来客数の動き,・高級車を購入するのは医者などごく一部で、最近では小型車から軽自動車への乗り換えが増えている。また、９年、11年目の車検をとる人も多く、景気が良くなっているようには感じられない。
,,□,住関連専門店（経営者）,販売量の動き,・大雪だった前年よりは売上が伸びているものの、景気が回復しているためではない。
,,□,その他専門店［酒］（営業担当）,販売量の動き,・全体的に店頭での販売、飲食店の動向もやや悪い状況であるが、いろいろ工夫してなんとか収支均衡にしている状態である。東京の状況も聞くが、やはり東北地方の状況が一段と悪いようである。
,,□,その他専門店［ガソリンスタンド］（営業担当）,販売量の動き,・暖冬の影響が強く、灯油を中心に販売量が前年比で落ち込んでいる。そのため、末端市況が下落し収益の落ち込みが続いている。雪が降らないため冬タイヤを中心とした季節商材の需要が伸び悩んでいる。総括すれば、暖冬が負の連鎖を起こしている状況である。
,,□,その他専門店［ガソリンスタンド］（営業担当）,販売量の動き,・価格の変動が激しいために客も困惑しており、購買意欲がわかない。
,,□,一般レストラン（経営者）,競争相手の様子,・魚屋で会う同業者たちは口をそろえて「普通の12月ではない」といっている。魚屋自体も魚が売れないと嘆いている。
,,□,観光型ホテル（経営者）,来客数の動き,・客の入込は週末、三が日に集中し平日は極端に少ない。忘年会のシーズンで館内はお祭りのようににぎやかであるが、実際の売上は伸びていない。展示会を開催したが集客率が非常に悪い。
,,□,都市型ホテル（経営者）,来客数の動き,・当月は忘年会シーズンを向かえ、前月までと違い平年並みの数字で推移しているが、週末に集中していることなど、一過性のものである。
,,□,都市型ホテル（スタッフ）,販売量の動き,・クリスマスケーキ、おせち料理の販売数は過去最高を記録するなど個人消費は確実に伸びているが、本業の宴会、宿泊、レストランは大停電のあった前年と変わらず、景気回復の実感はない。
,,□,都市型ホテル（スタッフ）,お客様の様子,・利用したいという客はいるが、人数、単価が合わないためなかなか成約に結び付かない。一進一退の状況である。
,,□,旅行代理店（従業員）,お客様の様子,・旅行業界の12月はそれほど忙しい時期ではなく、年末年始の海外旅行、温泉宿泊の申込も例年どおりで変化は無い。どちらかというと海外旅行のほうが増えているが、景気が良いというほどではない。
,,□,タクシー運転手,来客数の動き,・忘年会などに期待したが通常月よりも少し良い程度で、12月としては乗客が非常に少ない。二次会に行く人も少ないようであり、午前０時を過ぎると極端に客足が少なくなる。また、長距離の客が少ない。前年と比較すると各社、各人15～20％ダウンしている。
,,□,通信会社（営業担当）,お客様の様子,・客との商談からは好況感、設備投資意欲が相変わらず感じられない。地場大手企業の担当者からは「活況なのは首都圏、及び名阪地区限定ではないか」との話を聞いている。東北の中でも仙台では再開発、ビル建設が話題となっているが、岩手への波及は一切感じられない。
,,□,美容室（経営者）,来客数の動き,・年末は、美容業界では「盆暮れパーマ」というが、年に１、２度しか利用しない客の来店時期であるが、前年並みの低い水準の来客数となっている。これでは景気が回復しているとは言えない。
,,▲,商店街（代表者）,お客様の様子,・郊外型ショッピングセンターや大型スーパーが相次いでオープンした影響は、平日の来客数にはあまり変化が無いものの、休日の商店街の通行量が減少している。家族連れは駐車料金が無料の郊外型店舗にシフトしているようである。
,,▲,百貨店（営業担当）,来客数の動き,・唯一のよりどころにしてきた「来客数」も前年比マイナスに転じた。単価も上がらず、全体的に売上が厳しい。マイナスに転じた理由もはっきりしないため、今後に不安を感じる。
,,▲,百貨店（経営者）,販売量の動き,・気候の影響もあり、３か月前の売上は前年より大きく伸びていたが、当月は前年並みである。
,,▲,スーパー（経営者）,お客様の様子,・前月末くらいからノロウイルスによる感染症の流行で、生鮮品の売行きはダウンした。生鮮品については消費マインドが冷えている。
,,▲,スーパー（店長）,競争相手の様子,・各エリアへの競合店の出店で、買上点数が前期比５％減と大きく影響している。特に競合店が多く出店したエリアでは更に３～４％低くなっている。
,,▲,スーパー（店長）,単価の動き,・来客数は前年並みの101％で推移しているが、客単価、買上点数が95％台となり売上が低迷している。競合店との価格競争が続いており、依然として厳しい状況である。
,,▲,乗用車販売店（従業員）,来客数の動き,・年末商戦も失速気味で手ごたえを感じない。客足も遠のいている。前年と比べて販売数が３割も激減している。
,,▲,自動車備品販売店（経営者）,お客様の様子,・暖冬の影響で除雪車がいまだ一度も出動していない。除雪委託業者は大変苦慮している。
,,▲,住関連専門店（経営者）,来客数の動き,・歳末商戦で学習机、ひな人形などの季節商材で売上を上げようとしているが、前年に比べ出足が鈍い。
,,▲,その他専門店［白衣・ユニフォーム］（営業担当）,販売量の動き,・年末は飲食店関係の制服などが動く時期であるが、今年に限っては動きが非常に悪い。忘年会などの会合が少ない、飲食店を利用する機会が少ないという話をよく聞く。
,,▲,一般レストラン（経営者）,来客数の動き,・12月は忙しい日と暇な日の差が激しく、１～11月に比べて極端に暇な日も何日かあった。この状況では景気が回復しているとは言えない。
,,▲,観光型旅館（経営者）,来客数の動き,・忘年会シーズンであるが飲酒運転、学校の未履修問題など不幸な事件があり、さらに、ノロウイルスの問題が直撃して状況は良くない。飲酒運転の罰則強化によるマイナスは今後も続くと予想されることから、従来の忘年会セールス一辺倒のやり方は見直す必要がある。
,,▲,タクシー運転手,単価の動き,・行楽シーズンを過ぎて、乗り控えが目立つ。
,,▲,通信会社（営業担当）,お客様の様子,・全体的に客の出足が鈍い。お金を持っている人はそれなりに購入しているが、ボーナスの動きも良くなかったので慎重になっているようである。
,,×,コンビニ（経営者）,来客数の動き,・例年せわしくなる時期にもかかわらず、また、暖冬であるにもかかわらず客の動きが非常に鈍い。
"企業
動向
関連

(東北)",,◎,－,－,－
,,○,木材木製品製造業（経営者）,受注価格や販売価格の動き,・住宅部材の需要が継続して旺盛である。
,,○,土石製品製造販売（従業員）,受注量や販売量の動き,・地下鉄工事に付随してマンション建設やデパート工事もあり、発注が増えつつある。
,,○,電気機械器具製造業（企画担当）,取引先の様子,・取引先でもあるグループ会社は、年末年始フル操業という計画であり景況感は良い。自社の受注状況もそう悪くはない。
,,○,通信業（営業担当）,取引先の様子,・税制面で来年度以降の法人優遇策が出るなど、明るい話題があるためか、コスト削減を目指しつつも、少しずつではあるがユーザーの前向きな雰囲気を感じる。
,,□,食料品製造業（経営者）,受注量や販売量の動き,・牛タンの原料はアメリカでのＢＳＥ発生以来、輸入が再開されたものの、絶対量が足りず高い価格のままであり、販売価格に還元できないため、客に受け入れてもらえない。
,,□,食料品製造業（総務担当）,受注価格や販売価格の動き,・営業稼働日が前年より１日少ない影響もあり、前年並みの受注量確保がやっとである。
,,□,一般機械器具製造業（経理担当）,受注量や販売量の動き,・自動車部品については国内、輸出共に好調が続いている。民生分野は計画比マイナスの状態である。
,,□,電気機械器具製造業（営業担当）,取引先の様子,・取引先は受注に四苦八苦している。安定的な状況ではなく、特に前月と変わりはない。
,,□,輸送業（従業員）,取引先の様子,・全体的に荷動きは横ばい傾向だが、年明け商戦の衣類がスポットで大量に入庫した。
,,□,金融業（営業担当）,取引先の様子,・暖冬の影響でスキー場は開店休業の状態である。一方、ゴルフ場は例年であればクローズされるはずであるが、年内は営業可能となっている。
,,□,広告代理店（従業員）,受注量や販売量の動き,・景気の良い話は聞くものの成果として表れてこない。発注量に変わりはないのが現状である。
,,□,その他非製造業［飲食料品卸売業］（経営者）,受注量や販売量の動き,・暖冬で季節感に乏しく、食品に関しても冬らしい商材の売行きが悪い。売る商品の的が絞りきれない状況の中で、安い商品ばかりが売れている。
,,▲,農林水産業（従業者）,それ以外,・りんごの収穫時期に大型低気圧による落下被害が多く発生したため、贈答用の出荷が足りなくなってしまった。
,,▲,食料品製造業（経営者）,受注量や販売量の動き,・お歳暮に関しては、出足はまずまずであったが後半落ち込んだ。トータルでも前年割れになる。おせちもあまり盛り上がらない。
,,▲,出版・印刷・同関連産業（経理担当）,受注価格や販売価格の動き,・原材料の用紙価格が１年間に２回値上がりした。業界の競争が激しく取引先に値上がり分を転嫁できていないので、収益が悪化している。業界全体の景気が悪くなっている。
,,▲,電気機械器具製造業（経営者）,取引先の様子,・受注競争が激しくなり、見積の照会はあるが成約する物件は少なくなっている。受注型企業は他社とのコスト競争で付加価値を最小限度にし、お互いの腹の探り合いを続けている。予断を許さない状況である。
,,▲,建設業（経営者）,受注量や販売量の動き,・季節的な要因もあるが、資材の値上がりが響いている。
,,×,＊,＊,＊
"雇用
関連

(東北)",,◎,人材派遣会社（社員）,雇用形態の様子,・新たな業務や新規製造ラインについて、既存の正規社員頼みではなく派遣社員や請負社員へシフトしたいという打診があった。職種はヘルプデスクなどの電話対応、秘書、運転手、及び製造業である。
,,○,人材派遣会社（社員）,雇用形態の様子,・派遣社員が派遣先の直接雇用（契約社員、正社員など）に誘われ、実際に採用されるケースが増えている。この現象は今年の後半になって特に顕著である。
,,○,アウトソーシング企業（社員）,それ以外,・市町村からの依頼が減っているものの、大学や一般企業からは増えているので良くなっている。
,,○,職業安定所（職員）,求人数の動き,・求人数は前年を上回って推移しており、業種間にばらつきがあるものの、一部の業種では人手不足感がやや強まっている。
,,□,求人情報誌製作会社（編集者）,求人数の動き,・業務対応のための、専門職や有資格者のピンポイント採用が目立ってきている。
,,□,職業安定所（職員）,求人数の動き,・常用有効求人倍率は10月に30か月ぶりに前年比マイナスとなったが、11月には前年比1.1％増となり高止まりしている。自動車関連、デジタル家電が好調なことから、地場産業である金型メーカー、工作機械メーカー、また派遣業の求人が増えている。
,,▲,新聞社［求人広告］（担当者）,求人数の動き,・求人広告件数が３か月前より22％落ちており、前年同月比でも12％落ちている。相変わらずタクシーやトラックの運転手、パート、アルバイトの募集広告が多い。
,,▲,職業安定所（職員）,求人数の動き,・新規求人が４か月連続で減少している。
,,×,－,－,－
,,,,,
　３．北関東（地域別調査機関：（財）日本経済研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北関東)",,◎,タクシー運転手,来客数の動き,・今月は企業のあいさつ回りなどが結構あり、来客数もかなり多い。夜も例年より今年のほうが忘年会などでかなり遅くまで飲み歩いている人がいるので、売上的にも良くなっている。
,,○,通信会社（営業担当）,単価の動き,・月を増すごとに客単価が上昇している。サービス内容がしっかりしていれば、客は支出を意識的に抑えることはない。
,,○,ゴルフ場（従業員）,来客数の動き,・山岳の施設なので例年２～３度降雪があるが、今年は暖冬のおかげで一度もなく、入場者数が順調に推移している。
,,○,ゴルフ場（従業員）,来客数の動き,・単価はほとんど変わらないが、このところ来客数が増え始め、５～６％程度増加している。
,,○,住宅販売会社（経営者）,競争相手の様子,・最近商業地の物件が大分なくなったような感じで、物件探しに一苦労している。住宅地の需要も結構あり、良い場所については物件不足であるが、値段が安いのが問題点の一つである。
,,□,スーパー（総務担当）,単価の動き,・月初めから中盤にかけては、冬物がかなり活発に動いたが、クリスマスについては、今年は曜日の絡みが非常に悪く、前年を割っている。月末の販売量は再度前年並みとなり、１か月をならせば、大きな変化はなくほぼ前年並みというところである。
,,□,スーパー（統括）,販売量の動き,・暖冬のため、手袋、コート、ジャケットなどの防寒衣料が苦戦しており、価格戦略でも客の反応は鈍い。12月前半好調であった実用衣料も、累計では前年同月比94％まで落ち込んでいる。食品は、ギフトが販売点数、単価共に上向き、前年同月比106％である。野菜の価格は落ち着いているが、みかんは約２倍の価格で、点数は７掛けに落ち込んでいる。
,,□,コンビニ（経営者）,競争相手の様子,・競合店の進出で、売上が年々落ち込んでいるものの、客単価は前年を上回っている。
,,□,コンビニ（店長）,販売量の動き,・キャンペーンや販売促進の催しがあるときは動きがあるが、それ以外はほとんど変わらないか縮小気味である。
,,□,家電量販店（営業担当）,販売量の動き,・今月は暖冬で季節品は前年比75％と厳しいが、映像関連では薄型テレビが好調で135％、ＤＶＤレコーダーも単価は下がっているものの、台数は125％で推移している。全体では110％の予定である。
,,□,乗用車販売店（経営者）,お客様の様子,・高額車を求める客はごく一部であり、その他の客は安価な物を求めている上、商談が成立することが非常に難しくなっている。ここにも格差が出てきている。
,,□,乗用車販売店（従業員）,販売量の動き,・販売台数は前年に比べわずかながら増えているが、廉価車に集中しており、売上は上がらない。
,,□,一般レストラン（経営者）,競争相手の様子,・同業店同士の話のなかでも、景気が良くなっているという話はほとんど聞かれず、なんとか前年度維持か、悪い話が大方である。
,,□,一般レストラン（業務担当）,販売量の動き,・宴会は組数、来客数、単価、いずれも前年を下回ったが、おせちの受注が前年を15％上回り、12月全体の売上は前年をわずかにクリアしている。
,,□,観光型ホテル（経営者）,来客数の動き,・よくいわれているが、好景気なのは一部の企業であって、一個人に対してではないようである。酒や土産など、宿泊費以外の付帯項目が前年並み、又は前年割れしており、好景気とは感じられない。
