,,▲,タクシー運転手,来客数の動き,・５月はゴールデンウィークがあり、休日が多いため、タクシーの売上が一年で一番悪い月である。観光客も、最近は観光タクシーではなく、レンタカーを利用することが増えている。また海外の観光客は、ほとんどタクシーを利用しない。
,,▲,住宅販売会社（経営者）,それ以外,・売上は横ばいだが、原油高等の影響で色々な経費が増えて、収益を圧迫している。
,,×,その他専門店［医薬品］（経営者）,お客様の様子,・１か月の買上客数が３年前と比較して1000名も減少するという事態が起こった。これまで顧客の差別化やイベント実施による買上単価の上昇でしのいできたが、限界となっている。業界そのものが低迷している。
,,×,スナック（経営者）,来客数の動き,・５月も観光客が多く来ているが、ゴールデンウィーク後は飲食店街への来客が非常に少ない。
"企業
動向
関連

(北海道)",,◎,その他サービス業［システムハウス］（経営者）,取引先の様子,・東京からの受注が消化できないほど増えている。
,,○,輸送業（支店長）,取引先の様子,・建築資材関連業界においては、受注残を大きく抱えて業績を伸ばしている会社と、仕事量の減少で経営が悪化してきている会社が、はっきり区別できるようになってきた。また物流業界、特にフェリー業界等では、航路からの撤退が噂されている企業がある反面、堅実な経営を行っている会社があるように、二極分化がはっきりしてきた。
,,○,その他サービス業［建設機械リース］（営業担当）,受注量や販売量の動き,・マーケット的には変化はないが、営業活動の効果で受注量が増えている。
,,○,その他非製造業［機械卸売］（従業員）,受注量や販売量の動き,・３月に鋼構造の建築物の着工量が増加し、その影響で消耗資材、生産財とも若干上向き傾向を示している。ただし需要のバロメーター役の一部の消耗品の動きは良くなく、安定した需要増とは言い難い。しかし、その反面、金属加工業全般で設備投資意欲が上向きになってきているなど、明るい兆しも出ている。
,,□,家具製造業（経営者）,受注量や販売量の動き,・個人需要は伸びてはいるが、請負需要が低調である。
,,□,金融業（企画担当）,それ以外,・設備投資は大手製造業の工場建設効果が波及し、道内中堅企業の能力増強投資が増えてきた。住宅投資は分譲マンションの着工が一巡し、耐震強度偽装問題の影響から売行きも鈍る。公共投資は減少基調が続いている。個人消費は、消費者の節約志向に変わりなく弱めの動きにある。
,,□,司法書士,取引先の様子,・時期的にも住宅建築や土地取引が多少活発化するものと期待していたが、そうした動きがみられなかった。
,,□,その他サービス業［建設機械リース］（支店長）,取引先の様子,・客先は経費削減などを主眼に置いており、依然として投資意欲がみえない。必要最低限の設備については、中古などで対応しており、商談自体が小粒となっている。
,,▲,輸送業（営業担当）,取引先の様子,・大手荷主は好決算の様子であるが、北海道の地方では元気のある荷主も数えるほどであり、ほとんどの荷主が現在の燃料油高騰にもかかわらず、もっと安くならないかと言うような状況である。
,,▲,司法書士,取引先の様子,・土地や建物の移転登記や建築物件等が少ない。
,,×,輸送業（経営者）,取引先の様子,・前月に引き続き、燃料の高騰が相当響いている。高値で安定しており、現状も今後もダメージが相当大きくなる。
"雇用
関連

(北海道)",,◎,＊,＊,＊
,,○,人材派遣会社（社員）,採用者数の動き,・企業において中途採用の動きが出てきている。事務職の派遣も堅調に増加しているが、特に販売にかかわる人材の派遣需要が旺盛に推移しており、企業活動の活発化がうかがえる。
,,○,求人情報誌製作会社（編集者）,求人数の動き,・業種を問わず、求人が増加傾向にある。また、数年間求人のなかった企業からの正社員ニーズがみられるなど、景気好調に伴う人材不足感を感じさせる。
,,○,職業安定所（職員）,求人数の動き,・新規求職者が３％程度減少しているのに対して、新規求人が相当増加している。
,,○,職業安定所（職員）,求人数の動き,・管内の新規求人数は前年比で0.6％減少したが、前年同月が２けたの伸びであったことや、新規求人数が13か月連続で改善していることから、全体としてはやや良くなっている。
,,○,学校［大学］（就職担当）,採用者数の動き,・採用試験がスタートしており、第一次の試験結果まで出ている企業が多い。既に10数社から内定をもらった学生もいる。
,,□,求人情報誌製作会社（編集者）,求人数の動き,・求人広告の受理件数は前年とほぼ同数であり、公共投資が微減するなかで、地域全体の雇用環境に大きな変化はみられない。
,,□,職業安定所（職員）,求人数の動き,・新規求人数は前年比で1.9％の減少とほとんど変わらず、有効求人倍率は0.51倍と前年同月より0.01ポイント上昇している。
,,▲,職業安定所（職員）,求人数の動き,・管内の有効求人倍率は0.38倍で前年と比べて0.06ポイント減少している。また、パート求人の占める割合が40％を超えている。
,,×,＊,＊,＊
,,,,,
　２．東北（地域別調査機関：（財）東北開発研究センター）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(東北)",,◎,百貨店（売場担当）,来客数の動き,・今週は、生け花の展示会があり、高年齢層の客が各階に立ち寄った結果、売上に結び付いた。５～10万円のまとめ買いなども多かった。
,,○,商店街（代表者）,それ以外,・売上は前年比マイナスでありながら、数字は確実に好転しているという状況である。しかし、商店街では一様に良くないという声が聞かれ、マスコミが伝えている好景気という言葉と比較すると、なぜこの程度なのかという不満が出ている。気持ちとしては悪いが数字では良くなっている。
,,○,一般小売店［書籍］（経営者）,販売量の動き,・今月は全国200万部初回発行の人気書籍の発売で５％程度の売上増があった。
,,○,百貨店（経営者）,お客様の様子,・高額所得者だけでなく、キャリアから一般のファミリーまで買物を楽しんでいる様子がうかがえるようになってきた。
,,○,コンビニ（経営者）,単価の動き,・来客数はあまり増えなかったが、キャンペーンの効果もあり、客単価がかなり上がっている。
,,○,衣料品専門店（店長）,来客数の動き,・５月に入り、スーツ、礼服を買い求める20代～30代の客が前年に比べ増え、売上が増加している。
,,○,家電量販店（従業員）,販売量の動き,・確実に売上は伸びているが、大きな動きはない。地上デジタル放送やサッカーワールドカップ関連の動きも顕著でない。白物家電の動きが停滞気味である。
,,○,乗用車販売店（経営者）,来客数の動き,・５月は連休のため、来客数が少なく商談が成立することも少なかったが、中旬以降ガソリンの値上げのためか、小型車の受注が増えている。
,,○,その他専門店［化粧品］（経営者）,来客数の動き,・厳しい状況は残っているが、当地域は、ゴールデンウィークが好天に恵まれ、桜の満開で観光客が多かった。特に中心商店街では大イベントを実施し、集客があり、各店の売上が良くなった。
,,○,一般レストラン（経営者）,来客数の動き,・平日のディナーの来客数が多少良くなっている。
,,○,一般レストラン（経営者）,お客様の様子,・値引きなしの状態でも、高単価商品の販売量が伸びている。
,,○,都市型ホテル（経営者）,来客数の動き,・客単価は相変わらず厳しいが、来客数は、ここ２、３か月で、料飲、宿泊施設によって違いはあるが、２～３％伸びている。
,,○,都市型ホテル（スタッフ）,お客様の様子,・例年、ゴールデンウィーク期間の婚礼は敬遠される傾向にあったが、今年は大型連休であったこともあり、婚礼を実施する日が例年よりも多かった。また、行楽で当地域に訪れる人も多かった。
,,○,都市型ホテル（スタッフ）,来客数の動き,・今まで利用の少なかった業界、とりわけ金融業界等での会合の利用が増え、旅行、宿泊等の客も若干上向きである。
,,○,旅行代理店（従業員）,お客様の様子,・２、３か月前に比べ、企業からの慰安旅行の問い合わせが若干来ている。また、今月は大きなスポーツ関連の受注があった。海外旅行の申込自体はまだないが、問い合わせが出てきており雰囲気は良い。
,,○,タクシー運転手,来客数の動き,・日中の客は少し増えてきているが、夜の客は依然少ない状況が続く。
,,○,住宅販売会社（従業員）,販売量の動き,・常設展示場や完成内覧会への来客数は決して多くないが、確実に受注が伸びている。
,,□,商店街（代表者）,販売量の動き,・来客数は、５月ということで増えている。しかし、ファーストフード店などは混み合っているが、一般の物販店までは波及していない。
,,□,商店街（代表者）,お客様の様子,・商店街への来客数は若干増加傾向であり、売上も前年並みとなっているが、各店舗により好不調がまちまちであり、全体で良くなっているとは判断できない。
,,□,一般小売店［医薬品］（経営者）,来客数の動き,・今年は、珍しくゴールデンウィーク中は天候に恵まれ、観光客が多かった。しかし、その後は全く客足が途絶えている。
,,□,一般小売店［雑貨］（企画担当）,来客数の動き,・客の動きは天候、気温の状況に左右されており、５月は低温のため、来客数が減っている。
,,□,百貨店（営業担当）,お客様の様子,・気候等に影響されやすい商品は弱含みであったが、ラグジュアリーブランドや母の日ギフトなど目的買いの対象となる商品は堅調である。アイテムごとの好不調の差が大きい傾向はこのところ続いている。
,,□,百貨店（販促担当）,お客様の様子,・ゴールデンウィーク以降、夏物衣料の動きが良くないが、引き続き、宝飾品、絵画など高額品の動きが良い。
,,□,スーパー（経営者）,販売量の動き,・全体的には多少景気は上向きという流れがある。特に食品については、１品単価の動向も非常に安定し、むしろ生鮮品等は青果物を中心に低下傾向にある。しかし、原油価格の高騰が諸々の価格にどのように反映するかを考慮すると楽観できない。
,,□,スーパー（店長）,お客様の様子,・景気回復という報道がよく聞かれるが、大都市や一部の企業のことで、当地域は全く回復していない。最近ティッシュペーパーやトイレットペーパーの値上げの報道があり、買占めの動きがある。オイルショックの時ほどではないが、ちょっとした報道に敏感になっており、それだけ生活が厳しく、不要な物は買わない状態にある。売手はあの手この手で売ろうとするが、買手は無駄な金は使わない、使えない状況が今後も続く。
,,□,スーパー（店長）,販売量の動き,・鮮魚部門、精肉部門は好調に推移しているが、野菜、果物の落ち込みが大きい。
,,□,スーパー（総務担当）,単価の動き,・５月は果実と鮮魚の平均単価が６～７％強下落した。野菜と生肉はやや価格回復があり生鮮全体ではほぼ前年並みの価格だった。買上点数は３％強落ちた。加工食品は３％ほどの価格低下があったが買上点数は前年より若干伸びた。競合店との関係もあり既存店来客数が前年を３％下回ったが、食品全体では、買上点数が前年並みに近づいてきた。全体として、一品平均単価は1.8％落ち、買上点数は前年並みでほとんど変わらない。
,,□,コンビニ（経営者）,来客数の動き,・売上は前月比102％、前年比96％で相変わらず伸びていない。主力である米飯、ベーカリー、ソフトドリンクは、７％減である。アルコール関係が10％減である。来客数は前月並みに戻りそうであるが、運動会などの地域イベントで増えたのであって先行きは不安である。
,,□,コンビニ（エリア担当）,来客数の動き,・５月は気温が低く、夏物商材のアイスクリーム、ドリンク等が売れず、来客数も横ばいで前年割れの状況である。
,,□,衣料品専門店（店長）,お客様の様子,・たんす在庫にはない気に入った商品を選ぶ傾向が強くなっており、見た目はベーシックでも細かい部分に一工夫した、手の届く価格帯の商品が動き出している。
,,□,衣料品専門店（総務担当）,販売量の動き,・例年、ゴールデンウィークの時期から、半袖の需要が高まるが、今年は天候が安定していないため、半袖の売行きが良くない。
,,□,住関連専門店（経営者）,競争相手の様子,・小規模の企業、店舗は、まだ景気回復に至っていないなかで、同業者では売上欲しさに、単価を落として利益度外視の売り方が目立っている。
,,□,その他専門店［ガソリンスタンド］（営業担当）,販売量の動き,・原油値上げに伴い販売価格の上昇が続いているため、５月連休以降の販売量の減少が続いている。販売価格の上昇が、需要にブレーキを掛けている状況である。仕入価格の上昇が直接販売価格に反映したため、客の心理に影響を与えている。また、燃料以外の販売にも影響が出てきており、車関係にかかわる費用を一定以内に抑えたいという客の動きが感じられる。天候が安定しないために、農作業も遅れ気味であり例年に比較して一週間程度の遅れがみられる。
,,□,高級レストラン（経営者）,販売量の動き,・中央では景気は回復していると聞くが、地方経済にはほとんど波及していない。しかも、原材料費が上がり、経営は厳しい。
,,□,観光型ホテル（経営者）,来客数の動き,・料金については、ようやく下げ止まり感があるが、連休以降週末とウィークデーとの入込の増減が大きく、総体的に前年をやや下回った。大型連休の疲れが出ている。館内パブリック施設の売上は微増である。
,,□,観光型旅館（経営者）,来客数の動き,・ゴールデンウィークの来客数は例年並みであったが、期間が長い分売上もあった。しかし、反動も大きく、ゴールデンウィークの期間が長い分、その後の来客数の落ち込み期間が長く、トータルでは５月の来客数、売上とも例年をやや下回る結果となった。
,,□,都市型ホテル（スタッフ）,単価の動き,・ゴールデンウィークだけならば、満室で客室単価も最盛期に近かったが、それ以降、ビジネス中心で、稼働率は前年比７％増加であるものの、低単価のために売上は変わらない。
,,□,観光名所（職員）,来客数の動き,・当地域の桜の開花時期が例年より遅れ、ゴールデンウィーク終盤になったことと、周辺の桜の名所がちょうどゴールデンウィークに見ごろになったことが影響し近場の客の来場が少なかった。
,,▲,商店街（代表者）,来客数の動き,・全体的に支出の減少がみられる。増税、原料高などが徐々に浸透してきている。
,,▲,百貨店（経営者）,販売量の動き,・婦人、紳士、子供衣料品、服飾雑貨、寝具インテリア等は３か月前と比較するとやや良くなっているが、食品が非常に悪く、全体としてもやや悪くなっている。食品スーパーが２店舗増えた影響がある。
,,▲,スーパー（経営者）,販売量の動き,・５月に対する期待が大きかったが、売上、来客数ともに非常に悪くなっている。農家の景気の悪さが非常に影響している。
,,▲,スーパー（店長）,販売量の動き,・今月は前年同月比で日曜日が１日少なく、気温低下の影響もあるが、相次いで競合店が各エリアに出店し既存店の売上に大きな影響が出ている。既存店前期比が14か月ぶりでマイナスとなってしまった。
,,▲,コンビニ（経営者）,単価の動き,・客は郊外にどんどん流れているため、当店では必要最小限の物の購入にとどまり、客単価、売上が落ち込んでいる。しかし、来客数に関しては、売上ほど前年比で落ち込んではいない。
,,▲,コンビニ（経営者）,来客数の動き,・石油等の値上げがかなり影響している。ガソリンの値上げで、車での来客数が減っている。
,,▲,衣料品専門店（経営者）,来客数の動き,・ゴールデンウィーク期間中は、例年になく好調に推移したが、その後はその反動で来客数が激減した。５月全体では、３、４月のペースからはかなり落ちている。
,,▲,乗用車販売店（経営者）,販売量の動き,・新型車や省エネ車によってなんとか前年並みを確保し、軽自動車は堅調に推移している。しかし、最近のイベント時の来客数は減少傾向にあり、５月の県内市場は前年を割っている。
,,▲,乗用車販売店（経営者）,販売量の動き,・低年式保有も増えてきて、客の来場も活発になってきているが、商談が長引きなかなか決まらない。ガソリンの高騰もあり、ますます軽自動車を中心としたコンパクトカー志向が高まり、売上高は落ち込んでいる。
,,▲,その他専門店［ガソリンスタンド］（営業担当）,単価の動き,"・ここにきて、大幅な値上げがあり、満タンではなく、10リットル、20リットル又は、1,000円、2,000円分という注文が多くなっている。"
,,▲,高級レストラン（支配人）,来客数の動き,・宿泊数は上向きであるが、客単価が下がっている。レストラン部門はゴールデンウィーク以降下降気味で今後の予約の見通しも不透明である。宴会部門は一般宴会が増加しているものの、婚礼の減少により苦戦している。
,,▲,遊園地（経営者）,来客数の動き,・ゴールデンウィークが今一つ盛り上がりに欠け、週末の天候が不順になるなど、前年を７％ほど下回る見込みである。
,,×,商店街（代表者）,来客数の動き,・商店街に、閉店する店が増えてきた。衰退の傾向に拍車がかかっている。客は大型店での買物で間に合っている。
,,×,スーパー（経営者）,それ以外,・原油価格の高騰に伴う石油製品の値上げ、酒の増税の影響がある。
,,×,その他専門店［靴］（経営者）,販売量の動き,・ゴールデンウィークは気温が高く、行楽日和だったため、買物客が少なく前年よりかなりダウンした。
,,×,タクシー運転手,単価の動き,・短距離の客はいるが、長距離の客がいない。待ち時間があっても公共交通機関を利用している。
"企業
動向
関連

(東北)",,◎,建設業（経営者）,受注量や販売量の動き,・マスコミ等の景気回復報道もあるが、足元の景気は確かに良くなっている。ただし、リフォーム工事が主体で、新築工事は少ない。
,,○,繊維工業（総務担当）,取引先の様子,・海外よりも国内回帰の状況がわずかであるがみられる。単価の高い商品の売行きがわずかであるが上昇している。しかし、依然産地全体では厳しい状況で、今月も大型の廃業が発生している。
,,○,金融業（営業担当）,取引先の様子,・資金需要が前年比３％以上の増加基調にある。
,,○,広告業協会（役員）,取引先の様子,・不動産関係の取扱が増えている。住宅の建て替え需要、新規マンションの分譲などであるが当地域への進出企業が活発に広告活動を展開している。住宅着工数も徐々に回復している。
,,○,広告代理店（従業員）,受注量や販売量の動き,・公共機関からの発注量が増加している。ただし、価格競争は更に激化している。
,,○,その他企業［管理業］（従業員）,取引先の様子,・納品や集荷に来る運送会社の社員の話を聞くと、最近は荷物が多くて困ったとぼやいている。
,,□,食料品製造業（経営者）,受注量や販売量の動き,・ゴールデンウィーク前半は良くなかったが、後半から動きが良くなった。４月より値上げをしたが、売上は前年を上回っている。
,,□,木材木製品製造業（経営者）,受注価格や販売価格の動き,・住宅部材の価格上昇分の販売単価への転嫁がなかなか進展しない。
,,□,出版・印刷・同関連産業（経理担当）,受注価格や販売価格の動き,・景気は良くなってきたと言われているが、受注価格がじわじわと低下しており、収益が圧迫されてきている。
,,□,一般機械器具製造業（経理担当）,受注量や販売量の動き,・携帯電話用部品については依然低迷しているが、自動車用部品、民生機器は引き続き好調である。
,,□,電気機械器具製造業（経営者）,取引先の様子,・年度替わりの時期は例年落ち込みが大きかったが、前年、今年と安定した受注が続いている。近所の加工関係の会社は、設備の増強や工場拡張で好調のようであるが、原材料の高騰で採算は厳しいとのことである。
,,□,電気機械器具製造業（営業担当）,取引先の様子,・セキュリティ関連ソフトを扱っている会社から受注が出てきているが、その他の分野の状況は厳しい状況が続いている。
,,□,輸送業（経営者）,それ以外,・貨物取扱業としては、原油、燃料費の値上げが直接収益を圧迫している。
,,□,輸送業（従業員）,取引先の様子,・輸入は衣類が好調であるが、工業製品は工場の在庫調整で液晶ディスプレイ基盤などの出荷が停滞気味である。輸出は中国向けがやや盛り返してきている。
,,□,司法書士,取引先の様子,・債務整理の依頼が引き続き多く、消費者金融から借入れする人が多いことがうかがえる。
,,□,その他非製造業［飲食料品卸売業］（経営者）,受注量や販売量の動き,・取引先からの受注量は、以前と異なりかなり慎重になっており、数量もかなり細かくなっている。気候のせいもあり、暖かくなることが期待される。
,,□,その他企業［企画業］（経営者）,取引先の様子,・広告関係の印刷物が量的に増えていない。官公庁の仕事が少ないことが影響している。
,,▲,農林水産業（従業者）,取引先の様子,・米買取り業者の代金支払が例年よりも遅れている。
,,▲,出版・印刷・同関連産業（経営者）,受注量や販売量の動き,・中学校や高校において、10万円未満のものでも見積徴収がなされ、今までの仕事を受注できないケースが出てきている。
,,▲,電気機械器具製造業（企画担当）,受注量や販売量の動き,・携帯電話向け半導体需要が低迷している。ばらつきはあるが、各種半導体製品の受注高が弱含みである。
,,▲,通信業（営業担当）,取引先の様子,・原油価格の高止まりを懸念した取引先の行動がみえてきており、受注へ向けた手ごたえが感じられない。
,,▲,新聞販売店［広告］（店主）,受注量や販売量の動き,・折込チラシが、低調である。特に地元企業のチラシは件数、金額ともに前月の３分の１である。当店の経営も５月の出費増と重なって厳しい。商戦も活発でなく、スーパーでの客のにぎわいも少ない。
,,×,農林水産業（従業者）,それ以外,・前年の農家収入は非常に悪かった。農機具店のセールスマンの話では、例年４、５月に良く売れていた農機具の買い控えが目立つとのことである。
"雇用
関連

(東北)",,◎,－,－,－
,,○,人材派遣会社（社員）,雇用形態の様子,・制度を利用して正社員の産休や育休代替が増えてきており、退職をせずその間の穴埋め的な期間限定派遣が増えている。また一方で若年層の正社員化が目立ち、紹介予定派遣も順調である。ただし、良い人材も少なく登録に苦戦している。
,,○,職業安定所（職員）,求人数の動き,・常用新規求人が、前年を上回って推移している。医療、福祉、サービス業（派遣、請負）等で好調だが、小売業や飲食店では前年を下回っている。
,,□,新聞社［求人広告］（担当者）,求人数の動き,・求人数は増えておらず、前年比マイナス10％で推移している。採用側の形態が変わり、派遣業に依頼する企業が増えており、パート、アルバイトを直接募集する企業は減っている。
,,▲,新聞社［求人広告］（担当者）,求人数の動き,・求人広告件数は、３か月前に比べて25％落ちている。前年同月比でも19％落ちている。
,,▲,職業安定所（職員）,求人数の動き,・求人数が３か月連続で前年同月比を下回っている。特に常用求人は６か月連続前年同月比を下回っている。
,,×,＊,＊,＊
,,,,,
　３．北関東（地域別調査機関：（財）日本経済研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北関東)",,◎,家電量販店（店長）,単価の動き,・地上デジタル関連商品が好調で、テレビに関しては薄型大画面が好調である。また、季節商材のエアコンが動き出している。
,,◎,通信会社（営業担当）,単価の動き,・新商品のハードディスク内蔵セットトップボックスの予約状況が高い推移で、単価上昇につながっている。全体的に販売量も多く、先々月から苦戦していたケーブルインターネットの純増数も上がってきている。
,,○,商店街（代表者）,販売量の動き,・前月同様、冷蔵庫、ドラム式洗濯機が売れている。
