,,▲,高級レストラン（スタッフ）,来客数の動き,・曜日の並びの関係で、来客数、売上とも前年比マイナス10％と大幅に減少した。ただし、前年の９月の大型連休の期間を除けば、ほぼ前年並みとなっている。
,,▲,高級レストラン（スタッフ）,来客数の動き,・夏の観光シーズンが終わり、客層が観光客からビジネス客へと移り変わり始めているが、ビジネス需要の接待が減少している。
,,▲,観光型ホテル（スタッフ）,販売量の動き,・宿泊予約状況をみると、前月に比べて、販売量が前年比で８％ほど下落している。夏場の観光シーズンの動向に期待したものの、残念ながら宿泊客は上向きになっておらず、特に平日の動きが悪い。
,,▲,タクシー運転手,販売量の動き,・９月前半は売上も良く、３か月前と比べても約７～８％の伸びがみられ、前年との比較でも約３％の伸びとなっていた。しかしながら、３連休が終わった途端、急激に売上が下がっており、月全体の売上は前年を下回った。
,,▲,美容室（経営者）,来客数の動き,・あまりに景気が悪すぎて、何と答えれば良いのか分からない。
,,×,乗用車販売店（営業担当）,販売量の動き,・エコカー補助金の早期予算消化の影響もあり、土日のイベント来場客が激減しており、受注量が半減した。
"企業
動向
関連

(北海道)",,◎,－,－,－
,,○,その他非製造業［鋼材卸売］（役員）,受注量や販売量の動き,・設備案件は少ないが、消耗資材の販売量は着実に伸びてきている。
,,□,食料品製造業（団体役員）,それ以外,・加工原料の漁獲量の減少や原料の高騰、商品への価格転嫁交渉など、経営環境に厳しさが増すなか、消費者の節約志向の強まりから、業界での出荷額が10％近く減少している。
,,□,家具製造業（経営者）,受注量や販売量の動き,・円高や猛暑の影響による消費マインドの低下がみられたが、９月後半からは持ち直してきている。
,,□,金属製品製造業（経営者）,取引先の様子,・自社の仕事量は増えてきているが、取引先などは相変わらず、ひまそうにしている。
,,□,金属製品製造業（役員）,受注量や販売量の動き,・依然として受注量及び販売量が伸び悩んでいる。
,,□,輸送業（営業担当）,取引先の様子,・製紙業や飲料・医薬品の輸送量は例年並みで落ち込みはみられない。生乳の道外輸送も順調である。
,,□,通信業（営業担当）,受注量や販売量の動き,・受注量及び販売量は３か月前と比較して引き続き低調に推移しており、景況感としては、やや悪い状況が継続している。
,,□,金融業（企画担当）,それ以外,・公共事業が大幅に減少しており、土木建設業界は極めて厳しい。新車・家電販売、リフォーム業界は政策支援効果で堅調に推移している。猛暑の影響で夏物商材は好調な売行きとなっている一方で、海水温が高いため、さんまなどの漁獲量が減少しており、特に道東地域で大きな影響を受けている。観光関連は、中国人観光客のほか、国内観光客も増加しており、持ち直してきている。
,,□,司法書士,取引先の様子,・６月以降、不動産取引、建物の建築着工数ともに減少している。
,,□,司法書士,取引先の様子,・依然として景気は不透明な状態であり、不動産への投資や新規の購買意欲がみられず、取引は停滞気味である。
,,□,その他サービス業［ソフトウェア開発］（経営者）,受注量や販売量の動き,・10月以降動き出しそうな案件が出始めている。ただ、実際に事業が確定してみないことには何とも言えず、不安な面がある。
,,□,その他サービス業［建設機械リース］（支店長）,取引先の様子,・畑作の収穫が不調であり、農業関連の需要が減少している。
,,▲,建設業（従業員）,受注量や販売量の動き,・新年度予算による公共工事の発注がほぼ終了したが、民間も含めた新規着工予定の工事は極端に少なく、見積物件も全くない状況が続いている。
,,▲,その他サービス業［建設機械レンタル］（総務担当）,受注量や販売量の動き,・売上を前年比でみると、前年はプラスであったが、今年はマイナスになっている。
,,×,食料品製造業（役員）,受注量や販売量の動き,・本来であれば新物の農産物が収穫され、販売量が最も増えてくる時期であるが、今年は３か月前よりも販売量が減っている。
"雇用
関連

(北海道)",,◎,－,－,－
,,○,求人情報誌製作会社（編集者）,求人数の動き,・公共事業関連ではない民間系の建設関連工事に伴う求人の増加が目立ってきている。また、家電量販店の販売員として、派遣スタッフの募集が増加しているほか、好天に恵まれたことで、８月に引き続きスーパーからの募集も続いている。
,,○,職業安定所（職員）,求人数の動き,・新規求人数は15.2％増加し、７か月連続で前年を上回った。月間有効求人数は18.1％増加し、７か月連続で前年を上回った。
,,○,職業安定所（職員）,それ以外,・８月の管内有効求人倍率が0.39倍となり、前月と比較して0.3ポイント増加した。
,,□,求人情報誌製作会社（編集者）,雇用形態の様子,・季節型の臨時派遣アルバイトの求人依頼がある一方で、正社員の求人は横ばいであり、企業業績の先行きに対して慎重な姿勢がうかがえる。
,,□,求人情報誌製作会社（編集者）,求人数の動き,・紹介・派遣業やスーパー、ファストフードなどの求人が回復してきたが、建設業や旅客運送、介護・福祉関係の求人が減っており、全体としては変わらない。
,,□,新聞社［求人広告］（担当者）,求人数の動き,・今年に入ってから募集広告の売上が前年を上回っている。今月も売上は前年比104％と、その勢いが続いており、前々年並みの売上に近づいてきている。派遣など、負け組みの業種が固定化されてきているものの、前年まで出稿が少なかった、医療系、流通・小売系、加工製造卸系の業種が大きく実績を伸ばしている。
,,□,職業安定所（職員）,求人数の動き,・求人数の動きが小さく、求人倍率が低い水準で推移している。
,,□,職業安定所（職員）,雇用形態の様子,・８月の新規求人数は前年比で22.4％の増加となったものの、相変わらずパート契約社員の求人が増えている。一方、新規求職者数は前年比で0.3％の減少となった。この結果、月間有効求人倍率は0.46倍となり、前年の0.36倍を0.1ポイント上回った。
,,▲,人材派遣会社（社員）,それ以外,・雇用環境の悪化を踏まえ、行政官庁からの雇用対策に関する委託事業が増えてきている。更に、行政官庁からは、雇用回復に向けた施策のヒントとなるような案はないかとの相談も増えてきている。
,,▲,学校［大学］（就職担当）,採用者数の動き,・厳選採用が続くなか、未内定者が就職活動を積極的に実施する一方で、企業側の採用者数の伸びが鈍化している。９月に実施された合同企業説明会が相当数あり、学生に紹介するには十分な出展企業数であったが、企業においては、採用数が明示されつつも、求める人材像に高い基準を追求しており、イベント等を介した効果は厳しいものであった。
,,×,－,－,－
,,,,,
　２．東北（地域別調査機関：（財）東北活性化研究センター）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(東北)",,◎,衣料品専門店（店長）,来客数の動き,・40代以上の客を中心に、秋物が好調に動いている。例年より気温が高いなかで、変化を求めている消費者の動向が表れている。
,,○,百貨店（売場担当）,それ以外,・７～８月に好調だったセールの勢いが９月の前半まで続いたことに加え、後半は一時的に気温が下がったことで客の秋物への関心が一気に高まり、購買につながっている。
,,○,スーパー（経営者）,お客様の様子,・９月前半まで猛暑が続いたことによる特需に加え、10月から値上げするたばこの先食い需要が見られる。
,,○,スーパー（店長）,単価の動き,・販促策を強化していることもあり、来客数は前期比99.8％、客単価は同100.3％、買上点数は同99.8％、１品単価は同100.4％で、売上は前期実績をほぼクリアしている。
,,○,スーパー（営業担当）,販売量の動き,・季節の変わり目で食味が変わってきたため、生鮮食品を中心に動きが良くなってきている。また、今年は米が豊作ということもあり、産地周辺の店舗で商品の動きが良くなってきている。
,,○,コンビニ（経営者）,販売量の動き,・10月からの値上げを前に、たばこの売上が伸びている。
,,○,コンビニ（エリア担当）,単価の動き,・10月のたばこ増税を控え、たばこのまとめ買い需要が高まっている。
,,○,コンビニ（エリア担当）,来客数の動き,・たばこ増税前の駆け込み需要が大きくなっている。
,,○,衣料品専門店（経営者）,来客数の動き,・気温の低下とともに来客数は急激に回復してきているが、売上は前年を若干下回っている。
,,○,旅行代理店（従業員）,販売量の動き,・海外旅行商品の販売量が伸びている。
,,○,通信会社（営業担当）,お客様の様子,・半導体系の製造業に活気が出てきている。
,,○,その他サービス［自動車整備業］（経営者）,販売量の動き,・夏の暑さが９月まで長引いたため、販売量の伸びが継続している。
,,○,住宅販売会社（経営者）,お客様の様子,・少額資金の若年層の顧客に動きが出てきている。
,,□,商店街（代表者）,販売量の動き,・残暑の影響でなかなか秋物商戦に入れず、衣料品関係の店が苦戦している。下旬になりようやく秋らしくなったが、前半の売上の落ち込みをカバーできずにいる。
,,□,商店街（代表者）,来客数の動き,・９月前半まで猛暑が続いたことから秋物衣料品等の動きが鈍く、客の出足も非常に悪くなっている。
,,□,商店街（代表者）,来客数の動き,・５月以降、来客数の減少が続いている。
,,□,一般小売店［カメラ］（店長）,販売量の動き,・販売量、売上共に横ばいで推移しているものの、消費者の低価格志向が続いており、高額商品の動きが鈍い。
,,□,百貨店（営業担当）,販売量の動き,・売上高は前年を下回っているが、ここ数か月大きく落ち込むこともなく底打ちの状況である。
,,□,百貨店（販促担当）,販売量の動き,・ハウスカードの割引や催事、利用機会に対する商品提案への反応は良いものの、それが定価商品の売上減少の歯止めにはなっていない。
,,□,スーパー（経営者）,単価の動き,・来客数は増加しているが、他店との競争で客単価が低下しており、利益は変わらない。
,,□,スーパー（店長）,単価の動き,・暑さのせいで一部の部門や商品の売上だけが伸びており、それ以外は消費が低迷している。加えて、暑さが一段落してからは、伸びていた部門でもブレーキがかかったかのような状況である。
,,□,スーパー（店長）,単価の動き,・前月同様、来客数は減少していないものの、買上単価が伸び悩んでいる。
,,□,スーパー（総務担当）,単価の動き,・野菜の高騰とたばこのまとめ買いが下支えとなり、９月の平均単価は既存店で前年並みとなっているが、そのほかの商品の平均単価と販売動向に大きな違いは出ていない。また、月前半までは猛暑が続いたこともあり、売上は前年を上回ったが、一時的な現象である。
,,□,コンビニ（経営者）,来客数の動き,・10月からのたばこの値上げを前に、たばこをまとめ買いする客が見られる。しかし、来客数については、依然として厳しい状態が続いている。
,,□,コンビニ（エリア担当）,販売量の動き,・気温の高い状態が続いたため、涼を求める客が増加している。
,,□,コンビニ（エリア担当）,来客数の動き,・来客数は２～３か月前より落ちてはいるが、夏場は天候の後押しもあり、前年と比べ非常に良い状況にある。また、増税前の買い置き需要によりたばこの売上が増加しているが、特殊要因であるため、景気が良いという状況ではない。
,,□,コンビニ（エリア担当）,来客数の動き,・来客数は猛暑の影響で９月中旬まで増加傾向にあったが、それ以降は急激な気温の低下もあって一気に減少している。また、たばこの値上げ前の買いだめ需要もあって、見かけ上の客単価は上昇し、売上も増加している。
,,□,衣料品専門店（経営者）,販売量の動き,・10月になろうとしているのに、秋物の注文がない状況である。
,,□,衣料品専門店（店長）,お客様の様子,・残暑により夏物の消化が進んだ一方で、秋物の立ち上がりが半月ほどずれ込むなど、プラスマイナスの両面があり、結果としてはあまり変わっていない。
,,□,衣料品専門店（総務担当）,販売量の動き,・気温が低下したため秋物の動きに期待したが、子供用衣料はサイズの問題で必要に応じて購買があるものの、大人用はタンス在庫で間に合わせる傾向にある。また10月からのたばこの値上げなどもあり、消費を抑えているとの声も客から聞こえてくる。
,,□,家電量販店（店長）,単価の動き,・リサイクルポイント対象商品は好調に推移しているが、商品単価が下がっているため、売上は低迷気味となっている。
,,□,家電量販店（店長）,単価の動き,・単価は、月を追うごとに低下している。
,,□,住関連専門店（経営者）,販売量の動き,・新築住宅事情や地価下落など経済環境にとって悪いデータが公表されているが、売上は何とか前年並みで推移している。
,,□,住関連専門店（経営者）,来客数の動き,・来客数、購入単価共に前年度とさほど変わらず、依然として厳しい状況が続いている。
,,□,その他専門店［パソコン］（経営者）,競争相手の様子,・受注や販売数が幾分出てきたものの、内容的には利益がかなり薄いという話を聞く。
,,□,その他専門店［酒］（経営者）,販売量の動き,・ビールや飲料水の販売量は、気温が涼しくなり始めた９月中旬から落ち着きはじめ、徐々に減少してきている。一方、たばこ増税前の予約販売の影響で、たばこの販売量が月末になるにつれて右肩上がりとなっている。
,,□,その他専門店［食品］（経営者）,販売量の動き,・例年にないほどの厳しい残暑により、消費も減退している。また、エコカー購入補助金の終了などの報道が節約志向を助長している。
,,□,その他専門店［酒］（営業担当）,来客数の動き,・５月以降の悪化傾向は、今月に入り少し落ち着いてきたものの、夏場の猛暑が景況に影響し、飲食店が非常に落ち込んでいる。全体では極端に単価の安い商品にシフトしており、採算確保に苦労している。
,,□,その他専門店［白衣・ユニフォーム］（営業担当）,販売量の動き,・注文数が減っているなか、注文があっても多数の業者間での取り合い、値段の叩き合いになり、受注しても利益が上がらないという状況が続いている。
,,□,その他専門店［ガソリンスタンド］（営業担当）,販売量の動き,・猛暑の終わりとともにガソリン需要は減少しており、販売単価を下げて売ろうとする動きが出てきている。そのため、燃料油のマージンが低下し収支が悪化しており、不採算店舗を閉鎖する動きも出始めている。
,,□,その他専門店［ガソリンスタンド］（営業担当）,販売量の動き,"・給油量を限定したり、1,000円分、2,000円分だけ購入したりする客が増えているため、台数は多いが全体的な販売量は減少している。"
,,□,高級レストラン（支配人）,競争相手の様子,・８月に外資系ホテルがオープンし、新しい人の流れができている。
,,□,一般レストラン（経営者）,来客数の動き,・休日が多い割にはレストランの来客数も増えず、依然として厳しい状況が続いている。
,,□,一般レストラン（スタッフ）,単価の動き,・客は価格に敏感で、安くすると来てくれるが、他店が安くするとそちらに流れてしまう状況にある。
,,□,観光型ホテル（経営者）,来客数の動き,・夏と秋の観光シーズンの狭間であるため、大型連休中の２日間以外は、土曜でも空室がある。また、暑い夏の影響で温泉利用の旅行マインドは低くなっている。加えて、団体客が依然として少なく家族連れが主流のため、館内消費は伸びず、入込、売上共に前年比で約10％減少している。
,,□,都市型ホテル（スタッフ）,販売量の動き,・前年の大型連休の反動減を避けるため、新たな宿泊プランを打ち出したものの、思ったほど効果は出てない。一方、一般の宴会や会合は前年並みである。また、ブライダルは長期にわたることから客の動き次第でどちらに転んでもおかしくないため、ある意味落ち着いている状況である。
,,□,旅行代理店（店長）,販売量の動き,・販売額は国内旅行が前年比で107％、海外旅行は同169％と、共に好調な結果となっている。国内旅行では、団体旅行が同118％と伸びた反面、個人旅行では同73％となっており、前年の大型連休の反動が出ている。海外旅行は円高効果と商品価格の見直し効果により、大きく販売が伸びている。
,,□,タクシー運転手,単価の動き,・客は料金の安い車を選んで乗っている。
,,□,タクシー運転手,お客様の様子,・１日20件ほど客を乗せているが、チケットの利用者が全くいない。
,,□,通信会社（営業担当）,お客様の様子,・初期費用のかかるものの購入には、いまだ消極的な姿勢が見られる。
,,□,テーマパーク（職員）,販売量の動き,・猛暑の影響もあり、水着等の一部衣料や清涼飲料水、アイスクリーム等の販売量は伸びたが、それ以外は引き続き低調となっている。
,,□,観光名所（職員）,来客数の動き,・大型連休は前年より短く、来客数が極端に落ち込んでいる。
,,□,遊園地（経営者）,来客数の動き,・今年の大型連休は短いため、来客数の減少は織り込み済みであったが、夏に天候が良すぎたことや秋雨などの影響もあり、一昨年比で５％ほど下回る見込みとなっている。
,,□,美容室（経営者）,来客数の動き,・前年比１割減の状態が続いている。
,,□,美容室（経営者）,来客数の動き,・９月は婚礼シーズンであるが、景気悪化の影響により結婚式が簡素化しており、挙式をしない人も見られる。
,,□,設計事務所（経営者）,お客様の様子,・民間、行政共に新規工事案件が出てきていない。住宅の新築はあるが、ここ数年では最も少なくなっている。
,,▲,商店街（代表者）,単価の動き,・250円の牛丼や100円のハンバーガーといったものしか売れない厳しい状況が続いている。
,,▲,商店街（代表者）,お客様の様子,・お盆以降、消費が急激に落ち込んでいる。さらに、季節感がないまま９月を迎え、各店が販売促進策を打ち出せない状況となっている。
,,▲,一般小売店［医薬品］（経営者）,来客数の動き,・必要な物しか購入しない傾向が顕著になっており、来客数、販売量共に前年同月比で90％となっている。
,,▲,一般小売店［医薬品］（経営者）,来客数の動き,・来客数は過去最悪を更に割り込んでいる。客は包装の小さいもの、安いものを選択する傾向にあり、単価の高い客層の来店回数は減少している。
,,▲,百貨店（売場主任）,来客数の動き,・上旬までは猛暑だったが、中旬以降は寒いくらいにまで気温が下がったため、初秋物から一気に季節が飛んで、厚手のアウターに動きが出ている。来客数は非常に少ないが、客の来店があったところではアウターなどのまとめ買いも見られる。
,,▲,百貨店（企画担当）,来客数の動き,・残暑が続いた上旬やまとまった雨が降った中旬は、高齢者層の客の来店が少なく、売上高も低調に推移した。気温が平年並みになった下旬からは秋物衣料も動き出し、数値目標を上回る日もあるものの、上旬中旬をカバーするには至っていない。
,,▲,百貨店（広報担当）,販売量の動き,・残暑の影響もあり、来客数が少なく、秋物衣料の動きが鈍くなっている。九月下旬からようやく秋めいてきて売上が伸びているものの、月全体をカバーできるところまでは至っていない。
,,▲,百貨店（経営者）,来客数の動き,・厳しい残暑の影響で、秋物衣料が大苦戦している。また、食料品、日配品もこれまで以上に価格設定が厳しくなっている。
,,▲,百貨店（経営者）,それ以外,・９月上旬まで続いた暑さにより、秋物衣料品の動きは大変鈍く、単価も上がらないことから、全体の売上は前年を下回っている。
,,▲,百貨店（経営者）,それ以外,・９月前半は非常に気温が高く、本来売れなくてはならないものが苦戦している。中旬以降は、気温が一気に下がり、需要は少しずつ伸びてきているものの、客単価はなかなか上がらず、売上は総体的に苦戦している。
,,▲,スーパー（店長）,競争相手の様子,・今年に入り２次商圏内に競合店が３件出店し、オーバーストアの状態にあるため、客数、売上共に影響が出ており、事業所の景気も厳しい状況が続いている。
,,▲,コンビニ（経営者）,来客数の動き,・たばこ増税の影響で駆け込み需要が増え、客単価は増加しているものの、暑い夏の終わりとともに来客数は前年比94％と減少している。加えて、近隣のホテルが閉店したことにより朝の来客数が減少している。
,,▲,コンビニ（経営者）,お客様の様子,・野菜の相場は高いものの、105円を中心とした野菜が好調で、日配品である生活必需品も低単価商品を中心に好調となっている。加えて、たばこの値上げを前にした需要があり、売上は前年比105％となっている。ただし、たばこを除く売上は前年割れの状況である(たばこのみの売上は同130％、来客数は同100％、客単価は同105％だが、たばこを除く客単価は同97％)。
,,▲,衣料品専門店（店長）,来客数の動き,・猛暑の影響により、秋物の立ち上がりが非常に遅れており、特にビジネスマンの来店が少なくなっている。
,,▲,家電量販店（店長）,販売量の動き,・天候が不安定で気温の寒暖が激しいため、季節商材の動きがとまり、商品が思うように動いていない。
,,▲,乗用車販売店（経営者）,販売量の動き,・リーマンショック以降、新車販売を下支えしていたエコカー購入補助金が終了したことに加え、車検や整備の顧客獲得競争が激しくなり、厳しい状況である。
,,▲,乗用車販売店（経営者）,来客数の動き,・エコカー購入補助金の終了直後ということもあり、平日、イベント共に客足は鈍くなっている。各社では集客に躍起になっているが目立った効果は見られない。
,,▲,乗用車販売店（従業員）,販売量の動き,・エコカー購入補助金が終了し、販売量の伸びが止まっている。
,,▲,その他専門店［靴］（経営者）,お客様の様子,・残暑の影響が大きく、秋物の動きが非常に悪くなっている。冬物まで我慢する傾向がうかがえる。
,,▲,一般レストラン（経営者）,競争相手の様子,・同業者からは、売上が一層落ち込み、仕入れ量も減っているという話を聞く。当店も同様であり、何とか維持している状況である。
,,▲,一般レストラン（支配人）,単価の動き,・来客数は前年並みで推移しているものの、客単価が15％減となっており、消費者の財布のひもが固い傾向は依然として続いている。
,,▲,観光型ホテル（スタッフ）,単価の動き,・デフレ傾向がますます強くなっている。
,,▲,観光型旅館（スタッフ）,来客数の動き,・高単価な個人客の増加により、総宿泊単価は前年比で増加している。ただし、従前主力としてきたバス旅行に動きがない。また、募集型団体旅行は競合により単価の値下げ攻勢が強く、総売上高は減少が続いている。
,,▲,都市型ホテル（経営者）,来客数の動き,・当地で人の集まる大会が開催されたことに伴い、宿泊部門に動きが見られると同時に、暑かったこともあり、ランチ、夕食共にホテルを利用する客が多く、レストラン、料飲部門をけん引している。一方、法人部門では暑気払いや会合等の利用が非常に厳しくなっており、全体的には前年比で10ポイント近く下げている。これは単純に来客数の減少によるものである。
,,▲,都市型ホテル（スタッフ）,来客数の動き,・18～20日の３連休は売上が大きく伸びたものの、その後はぱたっととまっている。消費者の防衛意識は高く、基本的に余計な支出はしない傾向が見られる。
,,▲,都市型ホテル（スタッフ）,販売量の動き,・レストラン部門は地元大手スーパーとのタイアップ企画、ランチサービス券の回収が好調となっているものの、宿泊部門はネット販売の低価格競争で売上が伸びず、主力の一般宴会も前年を若干上回る程度で、売上予算には届いていない。
,,▲,都市型ホテル（スタッフ）,お客様の様子,・競合他社の開店の影響で来客数が減っており、利用見込み客の意見も以前より他社との比較等が多くなっている。
,,×,一般小売店［スポーツ用品］（経営者）,販売量の動き,・前年比90％くらいを想定して資金繰りをしているが、それを下回る販売量となっている。
