,,▲,スーパー（店長）,来客数の動き,・前月から徐々に来客数が減少している傾向がみられる。特に衣料品の動向が悪い。,,
,,▲,スーパー（店長）,来客数の動き,・50年ぶりの大雪の影響が大きい。道路状況が悪く、交通渋滞もみられたことが、来客数減少の要因となっている。また、利便性の良い駅前立地店舗など、競争店の影響も若干みられる。,,
,,▲,コンビニ（オーナー）,来客数の動き,・12月の売上は前年比94％であった。おせちの予約は安い商材にシフトする人が多く、予約金額は前年から10％のダウンとなった。クリスマスケーキは予約数が前年から19％のダウンとなった。,,
,,▲,乗用車販売店（従業員）,販売量の動き,・北海道という土地柄、冬を迎えて客の出控えということも考えられるが、会社全体でみても、店全体でみても車の販売台数が相当下火になってきている。新型車効果も少しずつ薄れている。,,
,,▲,その他専門店［医薬品］（経営者）,お客様の様子,・購買層の二極化が感じられ、健康関連産業としてやや危機感を抱いている。購買客層の高齢化を考えると決して楽観できない状況にある。,,
,,▲,高級レストラン（スタッフ）,来客数の動き,・前月に続き、予約団体客が前年を上回ったものの、割合の大きな個人客は前年を大幅に下回った。ランチの時間帯に満席になることもあまりなかった。また、季節的に外国人が目立つようになってきている。,,
,,▲,高級レストラン（スタッフ）,来客数の動き,・景気回復がみられない中、先行き不安が増してきており、消費行動が停滞気味になっている。,,
,,▲,旅行代理店（従業員）,来客数の動き,・11月からの降雪の影響により農業関係者の収穫に影響が出ている。また、12月は大雪による航空機欠航が多発しており、観光、ビジネスともに伸びがみられない。,,
,,▲,旅行代理店（従業員）,来客数の動き,・来客数も少ないが、実際の販売額も前年と比較すると７割程度にとどまっている。鉄道が12月22日まで運休していた影響もあるが、それを差し引いても悪い状態である。,,
,,▲,タクシー運転手,お客様の様子,・当業界は季節に左右されやすい業界であり、12月に入り積雪がない状況の中で、客の動きがみられない。観光客が激減している時期と重なっているため、３か月前と比較すると1.5％～２％弱の落ち込みであり、金額にすると１千万円以上の落ち込みである。今の状況が年明けまで長引けば、年度末には厳しい状況になりそうだ。,,
,,▲,その他サービスの動向を把握できる者［フェリー］（従業員）,来客数の動き,・例年と同様に冬型の気候の影響で、フェリーの欠航日数が増加している。,,
,,×,コンビニ（エリア担当）,来客数の動き,・年末セールでの客の反応は良かったが、それ以外では売上、来客数の減少が継続している。不漁の影響で客がお金を使わない状況が継続している。,,
,,×,観光型ホテル（役員）,来客数の動き,・外国人観光客、特に台湾からの団体客の減少が目立ち、全体の来客数が減少している。,,
,,×,タクシー運転手,販売量の動き,・今年度に入り、運送収入は微減状態で推移していたが、ここにきて大幅に下がり始めた。,,
"企業
動向
関連

(北海道)",,◎,－,－,－,,
,,○,金融業（従業員）,取引先の様子,・個人消費は雇用、所得環境の改善を背景に底堅く推移している。住宅投資も低金利によって堅調に推移している。台風などの天候不順による農水産物の高騰に伴う食料品製造業の収益悪化や宿泊業の予約キャンセルなど、負の側面もみられるが、一方で災害復旧工事の執行によって建設関連業種で業況が改善している。総じてみれば道内景気は緩やかな改善傾向にある。,,
,,○,その他サービス業［建設機械リース］（支店長）,取引先の様子,・台風被害の復旧工事の発注があり、多忙なユーザーが多い。,,
,,□,食料品製造業（従業員）,受注量や販売量の動き,・受注状況は３か月前と比べて特に変化なく推移している。,,
,,□,建設業（従業員）,取引先の様子,・地方の大型総合病院で風邪などの季節的な病気による外来患者数が減少しており、医業収入が減少している。,,
,,□,輸送業（支店長）,受注量や販売量の動き,・この時期としてはまずまずの取扱量となり、売上増が見込まれるが、大雪の影響により、トラックの回転率を上げるために高速利用を自費で賄うなど、利益面では苦戦が続いており、３か月前と変わらない状況にある。,,
,,□,輸送業（営業担当）,取引先の様子,・８月の台風以降、大きな台風の影響もなく、物流は順調に動いている。農作物不作の影響も年内は顕在化しておらず、ほかの貨物も例年とほぼ変わらず年末需要にあわせて動いている。,,
,,□,通信業（営業担当）,取引先の様子,・取引先の業績、現況から、景気のやや良い状況が継続している。,,
,,□,司法書士,取引先の様子,・３か月前は若干回復傾向にあると判断していたが、それ以後については不動産取引や建物建築などに大きな変化がみられず、低水準のまま推移している。,,
,,□,司法書士,取引先の様子,・今年は台風の直撃による被害で、物流や農作物などに甚大な被害が発生した。野菜などの食品が大幅に値上がりしたことが消費行動などにも少なからず影響しており、高額な買物となる不動産や土地の購入や建物の新築などに積極的に投資する状況とはなっていない。,,
,,□,コピーサービス業（従業員）,受注価格や販売価格の動き,・例年であれば12月決算の客先において、期末での物品購入が結構みられるが、今年は購入をかなり抑えている傾向がうかがえる。,,
,,□,その他サービス業［建設機械レンタル］（総務担当）,受注量や販売量の動き,・売上は前年をクリアしているが、大きな伸びではない。,,
,,□,その他非製造業［鋼材卸売］（役員）,受注量や販売量の動き,・客先の鉄骨加工量が順調に推移していることで、当社の販売量も安定している。,,
,,▲,家具製造業（経営者）,受注量や販売量の動き,・天候不順の影響により客の動きが低調に推移している。また、地元では大型百貨店撤退の影響を受けて、全体的に消費マインドが落ちている。,,
,,×,食料品製造業（従業員）,受注量や販売量の動き,・３か月前の９月の販売量は前年を19％上回ったが、12月はほぼ前年並みであった。,,
"雇用
関連

(北海道)",,◎,－,－,－,,
,,○,人材派遣会社（社員）,求人数の動き,・事務系の派遣依頼が増加しているほか、販売促進に関連する派遣需要も旺盛である。求人のニーズも高まっており、特に営業、経理、ＩＴ関連で要望が強い。景気回復により企業の業績が上向き、採用を積極的に行っているためとみられる。ただ、登録者数が横ばいで推移しており、全ての求人に対して紹介ができていない状況にある。,,
,,○,求人情報誌製作会社（編集者）,雇用形態の様子,・新卒の内定率が高いが、中小企業まで人材が行き渡っていないためか、ここにきて正社員の中途採用意欲が高まってきている。また、飲食店やコンビニ、スーパーなどのアルバイト、パートも前年より求人が増えている。,,
,,○,新聞社［求人広告］（担当者）,それ以外,・３か月前は台風の影響を受けて景気後退の状況にあったが、台風被害からの復旧作業がやや前進したこともあり、消費者のマインドが上向いてきており、それに伴って雇用情勢も上向いてきている。,,
,,□,求人情報誌製作会社（編集者）,求人数の動き,・９月以降、台風被害の影響が続いていたが、ここにきて鉄道の復旧に加えて、道路開通にも目途がついたこともあり、次年度への期待が膨らんできている。求人数の減少にも歯止めがかかってきている。,,
,,□,求人情報誌製作会社（編集者）,求職者数の動き,・少子高齢化や若年層の市外流出が続く中、飲食、アパレルなどの新規事業所の開設が増加していることから、どの企業においてもサービスを維持していく上での人材が不足している状態が続いている。,,
,,□,職業安定所（職員）,求人数の動き,・有効求人倍率が６年９か月連続で前年を上回る中で、新規求人数が前年から0.2％減少している。また、月間有効求人数が前年から0.8％の増加と大きな変動がみられないことから、新規求職者数及び月間有効求職者の減少傾向が続いている。,,
,,□,職業安定所（職員）,求人数の動き,・月間有効求人数が前年比マイナス8.7％と４か月連続で前年を下回り、有効求人倍率も３か月連続で前年を下回った。ただ、有効求人倍率が１倍を超えていることから、雇用情勢は引き続き改善している。,,
,,□,職業安定所（職員）,求人数の動き,・月間有効求職者数が増加しているものの、月間有効求人数が前年を大きく上回っていることから、有効求人倍率が１倍を超える状況が続いている。,,
,,□,職業安定所（職員）,周辺企業の様子,・北海道新幹線開業後、当地の観光業は好調だが、冬場の弱さを克服するまでには至っていない。,,
,,▲,学校［大学］（就職担当）,求人数の動き,・道内のどの企業も新卒採用枠を充足していないにもかかわらず、未内定学生の動きの悪さから、採用活動を断念し、翌年３月から始まる現３年生の採用活動にシフトする傾向が多くみられる。この状況が続くと未内定のまま卒業を迎える学生が続出することになり、今後の混乱が懸念される。,,
,,×,－,－,－,,
,,,,,,,
　２．東北（地域別調査機関：公益財団法人東北活性化研究センター）,,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,,
"家計
動向
関連

(東北)",,◎,一般小売店［寝具］（経営者）,販売量の動き,・復興住宅に移住する顧客の、カーテンなどのインテリアや付属する寝具などの需要が増えてきている。,,
,,◎,タクシー運転手,販売量の動き,・売上に変化はなく、毎日同じような成績である。周囲にも悪いという者はいないため、景気は良い状態である。,,
,,○,商店街（代表者）,お客様の様子,・不況というと暗い印象があるが、現在の状態は不況ではあるものの、明るい不況といえるのではないか。必要なものは買い、不要なものは買わないという、消費者が自分の身の丈にあった生活スタイルを確立しているように見受けられる。,,
,,○,一般小売店［医薬品］（経営者）,販売量の動き,・売上は前年比103.8％であり、プレミアム付商品券があった前年と比較しても、同程度で推移している。また、客の様子や販売量からは、買い渋りはなく必要なものはしっかりと買っている様子がうかがえる。,,
,,○,百貨店（営業担当）,販売量の動き,・全体の基調は大きく変わらないが、宝飾、時計、ブランド品などの高額商材に動きが出てきている。初売の高額福袋の問い合わせも前年に比べ多くなっており、消費マインドは上がってきている。一方で、婦人服についてはまだ回復の兆しがみられない。お歳暮商戦は全体的に前年並みで推移している。,,
,,○,百貨店（買付担当）,単価の動き,・衣料、肌着、靴などの冬物の動きがまずまずである。厳しかった衣料であるが、セール前にもかかわらず動いている。,,
,,○,百貨店（売場担当）,来客数の動き,・今月はイベント、新規催事などが功を奏して売上が増加している。また、冬物が11月の苦戦から盛り返してきている影響もある。,,
,,○,スーパー（総務担当）,単価の動き,・客単価と買上点数が伸びている。来客数と１品単価もわずかながら伸びているため、全体的に売上は好調である。,,
,,○,コンビニ（経営者）,販売量の動き,・店に対する客の認知度が少しずつ進んでいる様子であり、このことで土日の売上が伸びてきている。また、話題性のある商品やデザート系の商品は、多少単価が高くても売行きが好調である。,,
,,○,乗用車販売店（経営者）,販売量の動き,・新型車効果により、販売台数が増加傾向にある。,,
,,○,乗用車販売店（経営者）,販売量の動き,・中旬以降から販売量に若干の動きが出てきている。,,
,,○,乗用車販売店（経営者）,来客数の動き,・新型車発表により、来客数が増加している。,,
,,○,乗用車販売店（従業員）,販売量の動き,・新型車効果のため、３か月前よりも販売量が伸びている。,,
,,○,住関連専門店（経営者）,販売量の動き,・受注生産品の納品があるため、３か月前と比べて販売量は増えている。,,
,,○,その他専門店［酒］（経営者）,お客様の様子,・ここ数か月の消費動向からお歳暮ギフトの動きを心配していたが、例年以上にスタートが早い。販売量にあまり変化はないが、単価が軒並み下がったお中元と比べて、お歳暮は単価が予想以上に上がっている。お中元の時期に比べると、消費者に少しばかりの余裕が出てきている。,,
,,○,その他専門店［ガソリンスタンド］（営業担当）,販売量の動き,・本格的な寒さが到来したことで、冬物商材の動きが良くなり、その相乗効果で販売量が増加傾向にある。,,
,,○,高級レストラン（支配人）,販売量の動き,・レストランの予約状況や年末商品の販売量が伸びており、３か月間の前年同月比でみても大きく飛躍した月である。,,
,,○,一般レストラン（経営者）,来客数の動き,・12月は忘年会もあり、３か月前と比較すればやや良くなっている。,,
,,○,観光型ホテル（スタッフ）,来客数の動き,・12月の来客数は前年を上回っている。,,
,,○,都市型ホテル（スタッフ）,お客様の様子,・雪が多くないため人が多く出歩いており、ホテルも良く利用されている。大きなイベントはないものの、様々な理由で当地域に来る客が多い。また、ボーナスが出たことで、一般宴会などにおいて、客の財布のひもが若干緩んでいる。,,
,,○,都市型ホテル（スタッフ）,来客数の動き,・忘年会シーズンも終盤であるが、前年に比べて宴席数、来客数共に伸びており、レストランで行ったクリスマスディナーも前年を上回ることができている。,,
,,○,都市型ホテル（スタッフ）,それ以外,・数か月前より好調に推移している予約受注は、今月も上向きである。フリー客の獲得が下降気味であるものの、それ以上に先の受注状況が好転し続けているため、前月に引き続き改善傾向にある。,,
,,○,都市型ホテル（スタッフ）,お客様の様子,・個人消費の需要が増えて、高単価なものが売れている。,,
,,○,通信会社（営業担当）,お客様の様子,・上場会社においては、ボーナスが前年と同様もしくは多く支給されたという声が多い。また、忘年会も盛んに行なわれており、景気に多少の上向き感がある。ただし、中小企業は相変わらず人手不足と後継者不足の悩みを抱えている。,,
,,○,通信会社（営業担当）,お客様の様子,・広告展開に力を入れた結果、12月に入ってようやく、その効果が表れて新規の加入者が増加している。他社への乗換えにも歯止めがかかり、解約者も減少したため、久しぶりに加入者数は純増となっている。,,
,,○,観光名所（職員）,来客数の動き,・降雪が少ないため道路の路面状況も圧雪や凍結が少なく良好であること、月後半に三連休があったことなどにより、開催中のイベントへの来客数は好調である。,,
,,○,遊園地（経営者）,来客数の動き,・今月は比較的暖かな天候が続き、さらにクリスマスシーズンの３連休もあって例年よりも好調に推移している。特に中高生のカップルやグループが目立っている。,,
,,□,商店街（代表者）,来客数の動き,・天候が温暖であり雪も降らないことから、中心市街地に客が集まっている。そのため、飲食関係はまずまずであるが、衣料品などの物販は厳しい状態が続いている。ただし、中旬以降は徐々に明るい兆しがみえ始めている。,,
,,□,商店街（代表者）,来客数の動き,・年末になってもにぎわいがない。年末に連休があると商店街には逆風となる。,,
,,□,一般小売店［書籍］（経営者）,販売量の動き,・ボーナスが支給されて若干の動きは出ているが、長続きしていない。また、客単価に変化がないため、景気については引き続き厳しい状況である。,,
,,□,一般小売店［医薬品］（経営者）,販売量の動き,・12月の来客数は、震災以降の６年間で最も少ない。しかし、客単価が上昇しているため、売上は例年をやや下回る程度となっている。店頭での客の様子は普通であり、不景気時特有の強い節約志向はみられていない。横ばいか、やや明るさを感じさせる状況である。,,
,,□,一般小売店［カメラ］（店長）,販売量の動き,・販売量は横ばいで推移しているが、高額商材の動きが鈍く、売上が伸びない状態が続いている。,,
,,□,百貨店（売場主任）,来客数の動き,・12月に入り、ボーナス商戦やギフト商戦を含めた来客数が激減している。ボーナスサンデーの盛り上がりもなく、クリスマスギフトでは来客数が多少集中したものの、慎重な購買姿勢と相まって単価も低下している。,,
,,□,百貨店（企画担当）,来客数の動き,・今年のクリスマスシーズンは３連休のため、来客数は好調であった。しかし、月初からの動きでは前年割れが続いている。売上は来客数に比例しているため、厳しい状況に変わりない。,,
,,□,百貨店（経営者）,単価の動き,・単価は前年からの微減傾向が続いている。来客数は微増しているが、期待していたお歳暮、クリスマス商戦でも不要不買の流れは変わらず、単価は低下している。また、インポート商品については値下げもあり、大幅に単価が低下している。,,
,,□,スーパー（経営者）,来客数の動き,・既存店の来客数が微減傾向にあるものの、野菜の価格高騰により単価は微増している。,,
,,□,スーパー（経営者）,単価の動き,・12月は１品単価、買上点数、来客数共に、ほぼ前年並みであり、売上も横ばいで推移している。株価の高値が続いており、個人消費にいささか良い影響が出ているように見受けられる。,,
,,□,スーパー（店長）,販売量の動き,・直近の営業数値は11月後半からやや悪い状態が続いている。また、12月も曜日の並びが悪いため、前年実績を下回っている。,,
,,□,スーパー（営業担当）,来客数の動き,・クリスマス商戦は曜日が週末に並んだため好調であるが、通常の来客数の動きは価格に左右されている。景気への不安感からか客は価格に敏感であり、安い価格の店を選んで買い回りをしている。,,
,,□,スーパー（営業担当）,お客様の様子,・12月に入り、ボーナスサンデーやクリスマスなどの販促策を仕掛けているが、前期の実績を確保するのが精一杯の状況である。,,
,,□,コンビニ（経営者）,単価の動き,・売上が前年比106％と好調に推移しているが、商品廃棄額も増加しているため、利益率は変わらない。,,
,,□,コンビニ（エリア担当）,来客数の動き,・競争環境が一層激しさを増していることにより、来客数が前年を２％下回っている。,,
,,□,コンビニ（店長）,単価の動き,・ここ数か月の動きをみても、安ければ何でも良いというデフレ感はない。そのかわりに消費者の高齢化に伴い購入量が減少となっているものの、景気が減退しているという印象はない。,,
,,□,衣料品専門店（経営者）,単価の動き,・前年よりも早めにセールを実施したことで、フリー客の来客数が増えている。しかし、ニットやバッグ類など単価の低い商品が中心に売れているため、売上は横ばいである。,,
,,□,衣料品専門店（経営者）,販売量の動き,・お歳暮商戦は前年を上回る成績で推移している。,,
,,□,衣料品専門店（経営者）,販売量の動き,・冬物の準備で、11月末までは商品の動きがあったが、12月に入ってからは動きがない。,,
,,□,家電量販店（店長）,来客数の動き,・年末需要で来客数は伸びてきているものの、例年並みである。,,
,,□,乗用車販売店（従業員）,来客数の動き,・ボーナスシーズンにもかかわらず、土日の来客数が通常の月と変わらない。,,
,,□,住関連専門店（経営者）,販売量の動き,・大型商品の売行きはあまり良くないが、小物の商品が順調に売行きを伸ばしている。そのため、売上的には通常の月と変わらず推移している。,,
,,□,その他専門店［靴］（従業員）,販売量の動き,・婦人向け商品の動きが悪い。客はセールになるのを待っている。,,
,,□,その他専門店［白衣・ユニフォーム］（営業担当）,販売量の動き,・マーケット的に非常に厳しく、相変わらず低価格での客の奪い合いが続いている。さらに、ネットによる購入も加わり、店舗販売はもはや期待できない状況である。,,
,,□,その他専門店［ガソリンスタンド］（営業担当）,単価の動き,・暖冬であった前年と比較して、販売量は増加している。しかし、最近の仕入価格の値上がり分が末端価格に転嫁できていないため、収益面では減少している。また、薪炭系の業者の廃業が散見されており、後継者の不在と設備の老朽化で供給側の減少が続いている。さらに、暖房用に石油系の燃料を使用する人が減ってきたことで、需要減が続いており、経営が厳しくなってきている。,,
,,□,その他小売［ショッピングセンター］（統括）,お客様の様子,・前年と比較して、月の前半の客の動きは不調であったが、クリスマス前後から好転している。,,
,,□,一般レストラン（経営者）,単価の動き,・客単価は若干上がっているものの、来客数が減少しているため、全体としてはあまり変わらない。,,
,,□,一般レストラン（経営者）,来客数の動き,・以前であれば、クリスマス商戦ではランチを中心に主婦層の来客数が増加したが、今年はそのような来客数はかなり少なくなっている。また、使用する金額も少なく、レストラン離れが進んでいる様子がひしひしと伝わっている。,,
,,□,一般レストラン（経営者）,お客様の様子,・年末の慌ただしさは例年並みであり、大きな変化はみられていない。,,
,,□,観光型旅館（経営者）,来客数の動き,・客の動きは例年並みに推移しているものの、景気が上向いているとまではいえない。,,
,,□,旅行代理店（経営者）,販売量の動き,・個人旅行の販売量が前月と比べても思わしくない。ただし、ここ３か月の動きとしては変わらない。前年はふるさと旅行券があったので、それを差し引いて考えなければならない。,,
,,□,旅行代理店（店長）,販売量の動き,・販売量が好転するような要因がない。,,
,,□,旅行代理店（従業員）,お客様の様子,・個人客の受注状況は、国内旅行、海外旅行共に上向きつつある。ただし、年末年始にかかわる受注であり、３か月前と比較して全体的に良くなっているとは必ずしもいえない。,,
,,□,通信会社（営業担当）,お客様の様子,・一部の企業では売上が伸びているものの、全体的な底上げにはつながっていないため、景気は向上していない。,,
,,□,通信会社（営業担当）,お客様の様子,・顧客の設備投資意欲に変化がみられない。,,
,,□,通信会社（営業担当）,お客様の様子,・客から景気の良い話を聞くことができない。,,
,,□,観光名所（職員）,来客数の動き,・来客数は増加しているが、多数を占めるインバウンド客に対して何が売れるのかがはっきりとわかっていない。そのため、せっかく伸びた来客数が売上増につながっていない。,,
,,□,その他住宅［リフォーム］（従業員）,販売量の動き,・断熱窓と塗装工事が増えたことにより、供給高は前年実績を上回っている。,,
,,▲,商店街（代表者）,販売量の動き,・年末のこの時期になっても、今一つお歳暮商戦に盛り上がりがみられていない。かつての美容室関連の店舗が、新規ジャンルとなる商品販売サービス店として開店するなど、小売業界も変化している。また、飲食店では全国チェーンが新規開店するなど競争が激化しており、その影響は、既存店の客単価の下落となって表れている。,,
,,▲,商店街（代表者）,お客様の様子,・12月に商店街で恒例の歳末大抽選会を実施したものの、抽選回数が例年を下回っている。このことから、景気の回復感はみられていない。,,
,,▲,一般小売店［医薬品］（経営者）,販売量の動き,・インフルエンザや風邪が流行しているが、マスク、うがい薬などの風邪関連商品の需要が非常に少ないという不思議な現象が起きている。,,
,,▲,百貨店（総務担当）,来客数の動き,・クリスマスプレゼント目的の来客数が落ち込んでいる。,,
,,▲,スーパー（店長）,来客数の動き,・10月に前年比104％であった売上が、12月は前年を下回っている。少しずつではあるものの、景気は悪くなってきている。,,
,,▲,スーパー（店長）,来客数の動き,・今月は週末に暴風雨が多く、来客数に大きな影響を与えている。,,
,,▲,コンビニ（エリア担当）,お客様の様子,・消費者は必要以上に買わず、使う金額も小額である。,,
,,▲,コンビニ（エリア担当）,来客数の動き,・天候や競争環境が来客数の減少に影響を与えている。,,
