,,▲,スーパー（役員）,来客数の動き,・当地域では10月29日が根雪の初日となるなど、今までにない大雪で道路状況がとても悪く、客の行動パターンが例年と違ってきている。また、生鮮食品、特に青果や鮮魚の相場高に伴い商品単価が上昇しており、客単価もここ数か月と比べると４％強上昇している。こうした状況の下、来客数は前年から２％強減少している。,,
,,▲,スーパー（役員）,販売量の動き,・野菜の価格高騰が続いていることで、客が肉や魚など、ほかの商材の消費を節約する傾向がみられる。,,
,,▲,コンビニ（オーナー）,来客数の動き,・11月は売上が前年比94％、買上客数が前年比92％、客単価が前年比102％であった。記録的な寒さが続き、例年よりも早くインフルエンザや風邪が流行していることから外出を控える人が多く、来客数の減少要因の１つとなっている。,,
,,▲,乗用車販売店（従業員）,来客数の動き,・北海道ではタイヤ交換の時期が終わると、来客数の減少が顕著に表れるため、秋に比べて景気が悪くなっている。,,
,,▲,旅行代理店（従業員）,来客数の動き,・８月からの連続台風の影響により観光需要の停滞が継続している。道内航空路線のビジネス需要は鉄道復旧後も高い伸びを示しているなど、陸路からのシフトがうかがえるが、観光需要の減少を補完しきれていない。,,
,,▲,旅行代理店（従業員）,来客数の動き,・レジャーの意味合いを持った旅行の問い合わせ件数が減っている。,,
,,▲,タクシー運転手,販売量の動き,・季節的に仕方がないが、例年11月は景気が低迷する。,,
,,▲,美容室（経営者）,販売量の動き,・ここ３か月、いずれの月も前年を下回っている。特に11月は天候の影響により、前月と比べても大きく下回っている。,,
,,▲,その他サービスの動向を把握できる者［フェリー］（従業員）,来客数の動き,・天候の悪化を受けてフェリーの欠航回数が増加しており、輸送量が減少している。,,
,,×,コンビニ（エリア担当）,販売量の動き,・主要産業の漁業の景況が悪いことが影響している。沿岸部の店舗では、漁業者の収入が少ないために買い控えの動きがみられ、売上の低迷が継続している。,,
,,×,観光型ホテル（役員）,来客数の動き,・台風の風評被害と道内客の出控えにより、国内客が減少している。さらに外国人観光客も一時の勢いが失われ、減少傾向が続いている。,,
,,×,タクシー運転手,販売量の動き,・台風による被害の影響で観光客が激減している。また、基盤産業である農産業のダメージにより、全体的に沈滞ムードが漂っている。,,
,,×,タクシー運転手,お客様の様子,・11月の売上は３か月前と比較して約10％のダウンとなっている。当業界は夏場と比べて冬の売上が減少するため、この先の経過について注視する必要があるが、前年ほどの極端な落ち込みにはならないとみられる。,,
"企業
動向
関連

(北海道)",,◎,－,－,－,,
,,○,建設業（従業員）,受注量や販売量の動き,・公共工事、民間工事とも工事受注量は好調に推移している。民間建築工事は新たな商材の引き合いもあるなど、引き続き投資意欲の高さが認められる。,,
,,○,通信業（営業担当）,取引先の様子,・ＩｏＴ分野への積極的な投資に関する動きが複数件出てきており、マインド面でも景況感の上向き傾向が感じられる。,,
,,○,金融業（従業員）,取引先の様子,・個人消費は底堅く推移している。また、低金利を背景に貸家建築が引き続き好調に推移している。一連の台風被害の悪影響は残るものの、大型経済対策や災害復旧工事の執行によって、道内景気は緩やかながらも改善している。,,
,,○,その他サービス業［建設機械リース］（営業担当）,受注量や販売量の動き,・災害復旧関連の工事需要が旺盛なため、景気はやや良くなっている。,,
,,○,その他サービス業［建設機械リース］（支店長）,取引先の様子,・台風被害の復旧工事により多忙な顧客が多い。ただ、人手不足が依然として解消されないなど、課題もみられる。 ,,
,,○,その他非製造業［鋼材卸売］（役員）,受注量や販売量の動き,・11月は３か月前と比べて一般消耗資材の売上が約10％アップしたほか、機械設備の販売もあったため、全体的な売上は約30％の増加となった。,,
,,□,食料品製造業（従業員）,受注量や販売量の動き,・３か月前と比べても売上の増減はみられない。,,
,,□,建設業（従業員）,競争相手の様子,・上期受注の建築工事が佳境にさしかかり、資材、労務とも順調に推移している。,,
,,□,輸送業（支店長）,受注量や販売量の動き,・11月中旬までは根雪前の現場向け建材類輸送と農産物輸送が集中したことで、トラック不足になるほどの輸送量があったが、それ以降は落ち着きを取り戻し、結果的に例年と変わらない輸送量となった。,,
,,□,輸送業（営業担当）,受注量や販売量の動き,・現時点では、夏の台風被害の影響が予想したほど大きく表れていない。農作物や関連商材、加工品において前年の在庫が多く、今も引き続き流通しているためである。ただ、今後、新物に切り替わるタイミングで倉庫保管量、輸送量が大幅に減ることが見込まれる。,,
,,□,司法書士,取引先の様子,・８～９月にかけて一時的に上向き傾向であったが、その後は低水準で推移している。,,
,,□,司法書士,取引先の様子,・不動産の成約件数が伸びてこないなど、景気回復の実感はない。実際に給与などの増額もなく、天候不順による食品の価格上昇がみられるなかで、土地購入や建物新築などの取引は減少したままである。,,
,,□,その他サービス業［建設機械レンタル］（総務担当）,受注量や販売量の動き,・売上が前年比110％程度で推移する状況が続いている。,,
,,▲,食料品製造業（従業員）,受注量や販売量の動き,・８月の販売量は前年比プラス13％であったが、11月は前年比プラス６％となっており、３か月前と比べると増加幅が縮小している。,,
,,▲,家具製造業（経営者）,受注量や販売量の動き,・首都圏の大手百貨店での売行きが低迷している。地元では台風上陸などの天候不順による影響がみられる。,,
,,×,－,－,－,,
"雇用
関連

(北海道)",,◎,－,－,－,,
,,○,人材派遣会社（社員）,求人数の動き,・年末に近づき、販売スタッフの需要が高まっている。顧客からは前年のほぼ２割増しのオーダーがあるなど、企業の拡大意欲がうかがえる。また、一般の派遣、中途採用のニーズも堅調に推移しており、横ばいの業績から脱却しようという意欲が感じられる。,,
,,○,求人情報誌製作会社（編集者）,求人数の動き,・建設、運輸、介護、飲食などの業界では採用状況の厳しさから、求人の多い状況が続いている。特に運輸業界ではインターネット販売の需要の高まりで採用ニーズが高まっている。,,
,,□,求人情報誌製作会社（編集者）,求人数の動き,・冷夏、台風、早霜、凍結などによる基幹産業のダメージが現在もまだ尾を引いている。,,
,,□,職業安定所（職員）,求人数の動き,・有効求人倍率が６年８か月連続で前年を上回るなかで、新規求人数、月間有効求人数がともに２か月ぶりに減少した。特に新規求人数は前年から6.6％の減少となった。ただ、前々年と比較すると、新規求人数は1.5％の増加となっている。,,
,,□,職業安定所（職員）,求人数の動き,・月間有効求人数は前年を3.0％下回り、３か月連続で減少した。有効求人倍率は前年を0.04ポイント下回り、２か月連続で前年を下回ったが、引き続き１倍を超えており、雇用情勢は改善している。 ,,
,,□,職業安定所（職員）,求人数の動き,・百貨店の閉店に伴い、月間有効求職者数が増加しているものの、月間有効求人数が増加していることから、求人倍率は１倍以上の水準を維持している。,,
,,□,職業安定所（職員）,周辺企業の様子,・北海道新幹線の開業後も冬場の観光は依然として弱い状態にある。また、小売業も売上が伸びていない状態にある。,,
,,▲,求人情報誌製作会社（編集者）,求人数の動き,・前年と比較して求人広告の申込件数が減少している。,,
,,×,新聞社［求人広告］（担当者）,求人数の動き,・募集広告の売上が前年比マイナス15％と激減した。売上の上位構成業種についてみると、派遣、医療、運輸関係が２～３割の減少となったほか、飲食、加工製造は半減した。農業は天候不順や台風被害の影響が大きく、飲食店は農協などの農業関係者の自粛ムードにより例年の８割程度の売上にとどまっている。,,
,,,,,,,
　２．東北（地域別調査機関：公益財団法人東北活性化研究センター）,,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,,
"家計
動向
関連

(東北)",,◎,＊,＊,＊,,
,,○,商店街（代表者）,来客数の動き,・国内政情が安定していることもあり、久しぶりに消費者心理に落ち着きがみられている。,,
,,○,一般小売店［医薬品］（経営者）,来客数の動き,・プレミアム付商品券という上乗せがあった前年と比較しても、今年は前年を上回っており、来客数も前年比103％となっている。,,
,,○,一般小売店［寝具］（経営者）,販売量の動き,・大きな注文受注や、ふとん作りの注文があったため、売上が伸びている。ただし、これは一過性のものであり、この状況が継続することは期待できない。,,
,,○,百貨店（営業担当）,販売量の動き,・今月は気温の変動が激しかったが、基調は悪くない。特にこれまで不振が続いていた婦人服のうち、前年、一昨年と売上が伸びなかった婦人コートが前年比プラスで推移するなど、回復の兆しがみられている。物産展は引き続き苦戦が続いているが、宝飾などの高額商材に動きがみられるようになってきている。お歳暮についても出だしは不調であったが、ここにきて前年を上回る日が出てきている。,,
,,○,スーパー（店長）,販売量の動き,・今月の売上は前年比104％と若干の伸びがみられている。３か月トータルでの前年比は101.69％であるため、徐々に数字が上がってきている。,,
,,○,スーパー（総務担当）,単価の動き,・来客数も増加しているが、客単価の伸びが大きく、さらに買上点数も客単価と同じくらい伸びている。,,
,,○,コンビニ（経営者）,販売量の動き,・今月は販促に次ぐ販促で、集客効果が出た月である。そのおかげで来客数、売上共に４～５％の増加となっている。,,
,,○,コンビニ（経営者）,来客数の動き,・売上が前年比105％と好調に推移している。,,
,,○,コンビニ（エリア担当）,単価の動き,・カウンター周りのコーヒーや揚げ物が好調であり、１人当たりの買上点数が回復している。また、野菜の価格高騰の影響で、定額のカット野菜が支持されており、主婦層のコンビニ利用率が上昇している。,,
,,○,衣料品専門店（経営者）,販売量の動き,・お歳暮商戦において、法人関係の受注が早く、販売量も増加している。,,
,,○,衣料品専門店（経営者）,販売量の動き,・消費者はようやく冬支度を始めている。注文服の購買意欲は今一つであるが、修理部門では多少お金がかかっても修理して冬を越そうという客が増えている。,,
,,○,衣料品専門店（経営者）,販売量の動き,・秋冬商材になり、客単価が上がっている。,,
,,○,乗用車販売店（経営者）,販売量の動き,・新型車イベント効果もあり、登録車を中心に販売量が増加している。,,
,,○,乗用車販売店（従業員）,販売量の動き,・新型車の発売後、販売量が少しずつ増えてきている。,,
,,○,その他専門店［ガソリンスタンド］（営業担当）,販売量の動き,・気温の低下や降雪の予報により、灯油やスタッドレスタイヤなどの冬物商材の需要が強まっている。そのため、例年よりも販売量が増加している。,,
,,○,その他小売［ショッピングセンター］（統括）,単価の動き,・冬物衣料が動き出し、客単価の底上げにつながってきている。,,
,,○,高級レストラン（支配人）,来客数の動き,・前年と比較して来客数が増加しているなど、景気は上向きの兆しをみせている。ただし、客単価は横ばいで推移しているため、年末に向けて動向を注視する必要がある。,,
,,○,観光型ホテル（スタッフ）,来客数の動き,・前年と比較して来客数は増えている。,,
,,○,都市型ホテル（スタッフ）,販売量の動き,・宴会場を兼ね備えたホテルとしては、宿泊、宴会、レストランの３部門がそろって良くならないと雰囲気も良くならない。11月に限っていえば宿泊が好調であり、婚礼もある程度の数を稼いでいる。また、一般宴会もここにきてようやく客の流れが出てきているなど、様々なシーズンのピークを迎えた月である。,,
,,○,都市型ホテル（スタッフ）,来客数の動き,・宿泊は前年並みであるが、忘年会のシーズンを迎えて、初めて利用するという企業がわずかではあるが増えている。また、客単価も微増している。,,
,,○,都市型ホテル（スタッフ）,来客数の動き,・数か月前から予約状況が順調であり、前月より改善傾向にあった来客数が、今月も順調に推移している。また、予約以外のフリー客の来客数が大幅に増えている。,,
,,○,旅行代理店（店長）,販売量の動き,・国内団体旅行の動きが良い。新幹線効果で北海道への数字は好調である。また、沖縄、関西方面への動きも良い。,,
,,○,通信会社（営業担当）,お客様の様子,・最低賃金が見直され、賃金が多少上がっている。景気は労働者の賃金に左右されるが、今後は、日本経済の財源確保の問題が景気に影響するだろう。各企業の差別化とブランディング戦略が重要となる。,,
,,○,遊園地（経営者）,来客数の動き,・今年の11月は曜日まわりが悪く連休がなかったが、３つのイベントで天候に恵まれ、団体客の動きが良い。そのため、前年の来客数を上回ることができている。,,
,,□,商店街（代表者）,販売量の動き,・穏やかな気候により来客数の動きは落ち着いている。また、店舗により売上の増減はまだら模様であり、同じ業種でも一律に判断できない状況である。,,
,,□,商店街（代表者）,来客数の動き,・ここ３か月の状況として、非飲食関係は前年並み又は２％前後の落ち込みとなっているものの、飲食関係は前年比８～10％の伸びとなっており、飲食に対する客の需要が少しずつではあるが上向いている。,,
,,□,商店街（代表者）,来客数の動き,・消費者の購買意欲がない状態が続いている。,,
,,□,一般小売店［書籍］（経営者）,販売量の動き,・台風、その他の自然災害やリオデジャネイロオリンピックなどにより、夏以降、低迷した消費マインドが継続している。,,
,,□,一般小売店［医薬品］（経営者）,来客数の動き,・春から業績の低迷が続いている。前年は若い現役世代の客層に旺盛な購買意欲がみられたが、今月はその客層の来店も少なくなっている。全体的に客の購買意欲に勢いがなくなってきている。,,
,,□,一般小売店［カメラ］（店長）,販売量の動き,・販売量は横ばいで推移しているものの、高額商材の動きが鈍く、売上が伸びない状態が続いている。,,
,,□,百貨店（売場主任）,お客様の様子,・ハウスカードのポイントアップによる集客効果により、売上は確保している。しかし、前月同様に客単価が上がらないため、来客数、客単価共に厳しい状況が続いている。,,
,,□,百貨店（総務担当）,単価の動き,・お歳暮商戦において客単価が低下している。景気は横ばいであり、消費者の財布のひもは緩んでいない。,,
,,□,百貨店（営業担当）,お客様の様子,・客単価が微減している。地方では個人所得の伸びが期待できないため、景気の回復はなかなか期待できない。,,
,,□,百貨店（買付担当）,お客様の様子,・販売促進策により前年を上回る実績となっているが、気温低下に伴って季節商材が稼働したことが大きい。ただし、状況が厳しいことに変化はない。,,
,,□,百貨店（売場担当）,お客様の様子,・９月に秋冬物バーゲンを開催しなかったこと、防寒物販売のピークである10月の気温が高かったことで、後ろ倒しになり、11月の催事の伸び率が大きく上昇している。ただし、根本的な商況に変化はない。,,
,,□,百貨店（経営者）,販売量の動き,・今月に入って、気温の低下に伴い防寒衣料の動きが活発になっている。久しぶりに紳士婦人服の売上は微増となっているが、お歳暮の立ち上がりの動きは鈍い。また、全体の客単価の低下傾向に変化はない。,,
,,□,スーパー（経営者）,来客数の動き,・客単価がやや低下気味である。,,
,,□,スーパー（経営者）,単価の動き,・11月は日曜日が１日少なかったが、来客数、買上点数共に前年並みである。平均単価も横ばいで推移しており、消費動向に変化はみられていない。,,
,,□,スーパー（店長）,単価の動き,・３か月前は前年比96％であった客単価が、今月は野菜価格の高騰などの影響もあって100％近くとなっており回復傾向にある。,,
,,□,スーパー（営業担当）,単価の動き,・特売などの効果で来客数は前年を上回っているものの、客単価は前年並みもしくは前年を下回っている状況であり、景気は横ばいで推移している。,,
,,□,スーパー（営業担当）,お客様の様子,・10月は日曜日が１日多く、売上も前年比103％以上と好結果であったが、逆に11月は98％台と苦戦している。ただし、今年３～10月までの前年比は100.5％となっており、総じて大きな変動はない。,,
,,□,コンビニ（店長）,お客様の様子,・ファーストフードや季節関連商材を中心に、品ぞろえを前年よりも増やしているが、販売量の前年割れが続いている。,,
,,□,衣料品専門店（経営者）,単価の動き,・今月の売上の中心となるはずのコート類の動きが非常に悪い。特に前年まで実績のあった高額なコートが全く動いていないため、前年と比較して10％も単価が落ち込んでいる。,,
,,□,衣料品専門店（店長）,お客様の様子,・ラニーニャ現象の影響により、前年よりも寒くなっている。そのため、単価の稼げる冬の防寒着が動いて売上をけん引しているが、好不調のバロメーターである来客数が安定していないことが不安要素である。,,
,,□,衣料品専門店（店長）,来客数の動き,・前年にはなかったセールを仕掛けたが、思ったほど来客数が伸びていない。特に40歳台のニューファミリーなどが減少している。,,
,,□,衣料品専門店（総務担当）,販売量の動き,・この１年間、来客数、販売量、客単価共に変化がなく、前年比90％の状態が続いている。,,
,,□,家電量販店（店長）,来客数の動き,・来客数は年々減少しており、この傾向に変化はない。,,
,,□,家電量販店（店長）,単価の動き,・４Ｋテレビなど高単価商材が売れている。また、冷蔵庫や洗濯機などは前年と単価が変わらずに安定している。２～３か月前と比較して、全体的な単価、来客数の動きに大きな変動はない。,,
,,□,住関連専門店（経営者）,販売量の動き,・受注生産であるが、なかなか成約に結びつかない。今までの受注品を納品している状況であるが、大口物件が少なく、伸び悩んでいる。,,
,,□,住関連専門店（経営者）,単価の動き,・商品に対する客の要望が小型化しており、販売価格が低下している。,,
,,□,その他専門店［酒］（経営者）,販売量の動き,・全体的に目立った動きや要因はない。しかし、相変わらず飲食店が低調であり、一般顧客の動きが悪く、店頭販売の商材が不調である。,,
,,□,その他専門店［靴］（従業員）,販売量の動き,・11月初旬の初雪により冬物の初動が良かったものの、積雪までには至らなかったため、徐々に鈍くなっている。,,
,,□,その他専門店［白衣・ユニフォーム］（営業担当）,販売量の動き,・冬物商材の動きが少しずつ出てきているものの、かつてのように防寒衣料を大量受注するといった動きはみられていない。ただし、今年は雪が多いという予報があるためか、長靴は先行して注文が入っている。,,
,,□,その他専門店［ガソリンスタンド］（営業担当）,販売量の動き,・石油製品の仕入価格が上がってきているが、末端価格に十分な転嫁がされていない。ただし、前年は暖冬であったが、今年は平年の気温を下回っており、販売量が増えている。そのため、収益の下落を物量でカバーしており、業績はなんとか落ち着いている。,,
,,□,一般レストラン（経営者）,お客様の様子,・米国の次期大統領が決まったが、今の段階で状況が大きく変わるようなことはない。,,
,,□,一般レストラン（経営者）,来客数の動き,・相変わらず低調な状態が続いている。特に夜の来客数は年々減る一方である。ランチタイムも、来客数が極端に少ない日も多く、レストラン離れが続いており、景気は低迷している。,,
,,□,一般レストラン（経営者）,来客数の動き,・トータルとしては変わらないものの、来客数の動きが安定していない。,,
,,□,一般レストラン（経営者）,お客様の様子,・例年であれば、忘年会は11月中旬から忙しくなるのだが、今年は12月の各週末に偏っている。,,
,,□,観光型ホテル（経営者）,来客数の動き,・秋の団体客の入込については、10月は良かったものの11月までは継続していない。,,
,,□,旅行代理店（経営者）,販売量の動き,・11月は個人旅行が他と比べて特に良くないものの、３か月前と比べればそれほど大きく変わってはいない。,,
,,□,旅行代理店（従業員）,来客数の動き,・例年と比較しても相変わらず来客数が増えていない。,,
,,□,タクシー運転手,販売量の動き,・自分の身の回りのタクシー業界にはあまり変化がなく、いつも同じような成績で推移している。そのため、今までどおりに景気が良いと実感している。,,
,,□,通信会社（営業担当）,販売量の動き,・３か月前と同様の傾向であるが、百貨店や一般商店の販売量が鈍化している。,,
,,□,通信会社（営業担当）,お客様の様子,・顧客の設備投資意欲に変化がみられていない。,,
,,□,通信会社（営業担当）,お客様の様子,・加入促進キャンペーンやイベントを実施しているが、あまり効果がみられない。解約者数が減少せず、加入者の純増及び純減数が３か月間横ばいのまま推移している。,,
,,□,通信会社（営業担当）,お客様の様子,・コスト削減の話ばかりであり、商品が売れない。,,
,,□,通信会社（営業担当）,お客様の様子,・顧客の要望に変化がみられない。,,
,,□,観光名所（職員）,来客数の動き,・全体的な来客数は若干減少しているが、内容としては、フリーの個人客は増え、団体客が減少している。旅行形態が変わったのか、変化の理由は今一つはっきりしていない。,,
,,□,観光名所（職員）,来客数の動き,・来客数の少ない状況が継続している。イベントなどを開催するものの、客の反応は鈍い。,,
,,□,住宅販売会社（経営者）,競争相手の様子,・今まで競合することがなかった上位ランクメーカーと、価格攻勢でぶつかるようになってきている。そのため、受注に至るまでに以前よりも時間を要している。,,
,,▲,商店街（代表者）,お客様の様子,・商店街において閉店する店舗があり、集客力が低下している。,,
,,▲,コンビニ（エリア担当）,来客数の動き,・天候不順と競争環境の激化により、景気はあまり良くない。,,
,,▲,コンビニ（エリア担当）,来客数の動き,・前年に比べて来客数は減少傾向にある。,,
,,▲,コンビニ（エリア担当）,お客様の様子,・客の来店頻度に変化はないが、買上点数、商品単価を重視して買物をする様子がみられる。,,
,,▲,コンビニ（店長）,来客数の動き,・客層のうち、多数を占めている年配客は寒くなると外出を控える傾向にあるため、11月の冷え込み始めたころから、来客数が頭打ちとなっている。また、客は特別に価格の安いものを求めているわけではないものの、買上点数が減少している。,,
,,▲,コンビニ（店長）,来客数の動き,・前年同月よりも気温が大分低く、来客数が前年を大きく下回っている。さらに、競合店の影響も次第に大きくなっており、厳しい状況である。,,
,,▲,衣料品専門店（店長）,来客数の動き,・早めのセールを行っているが、普段スーツを着ない層の客が目立っており、主軸であるサラリーマンの来客数が伸び悩んでいる。先行きの不透明感により、買い控えているのではないか。,,
,,▲,乗用車販売店（経営者）,販売量の動き,・市場は確実に縮小傾向に向かっている。,,
,,▲,住関連専門店（経営者）,来客数の動き,・店を開けていても、来客数が全くない日がある。,,
,,▲,その他専門店［酒］（経営者）,販売量の動き,・今月は、観光客向けの物産館、飲食店共に販売量が落ち込んでいる。在庫を過剰に抱えたくないという意識がひしひしと感じられ、売れた分だけを仕入れるという得意先がほとんどである。また、ボジョレーヌーヴォーの予約も伸びず、前年より売れていない。,,
