,,□,パチンコ店（役員）,単価の動き,・原油価格の高騰により加工業者などの経営環境が厳しくなっている一方で、冬のイベントなどを控えて観光業界は好調に推移している。,,
,,□,美容室（経営者）,来客数の動き,・来客数、売上とも堅調に推移しており、あまり上下のぶれがみられない状況が継続している。,,
,,□,美容室（経営者）,来客数の動き,・来客数が３か月前とほとんど変わっていない。,,
,,□,住宅販売会社（経営者）,お客様の様子,・株式市場が低迷し、この先の見通しが立たない状況にあるため、住宅関連の動きは厳しいまま変わらない。,,
,,▲,商店街（代表者）,来客数の動き,・寒さが影響しているのか、年末年始を過ぎてから客足が鈍っている。,,
,,▲,スーパー（店長）,販売量の動き,・来客数、売上ともに前年比92％弱となっている。年が明けて初売りのにぎわいもあまりみられず、年末と同様に、正月も特別な月ではなくなってきている。,,
,,▲,スーパー（役員）,それ以外,・スルメイカの記録的な不漁による水産加工業者への影響が深刻である。関連取引先も多く、地域経済全体にマイナスの影響が出ている。,,
,,▲,コンビニ（エリア担当）,来客数の動き,・来客数が前月と比べて大幅に減少している。,,
,,▲,自動車備品販売店（店長）,来客数の動き,・新車の販売台数が前年並みとなっている一方で、中古車が前年割れとなるなど、車離れが進んでいるといわれる中、当地でもその影響が出てきている。2014年以降、オイル交換などの自動車のメンテナンス件数が減ってきており、１月は前年の95％台となっている。,,
,,▲,高級レストラン（スタッフ）,来客数の動き,・この時期になると、団体客、個人客とも、観光客の利用が激減し、地元客中心の利用となるが、地元客は個人客を中心に年々減少傾向にある。全体売上は前年を18％下回っており、繁忙期と比べて落ち込みの大きさが目立っている。,,
,,▲,高級レストラン（スタッフ）,来客数の動き,・前年と比べて外国人観光客の入込に減少傾向がみられる。,,
,,▲,観光型ホテル（役員）,来客数の動き,・円高の進行により外国人観光客の団体利用が減少している。また、原油高の影響でガソリン価格が上昇していることで道内客の動きも鈍くなっている。,,
,,▲,旅行代理店（従業員）,来客数の動き,・台風の影響で８月末から運休していた札幌までの鉄道が12月後半に復旧したが、鉄道利用の旅行申込が運休以前の水準まで戻ってきていない。,,
,,▲,美容室（経営者）,来客数の動き,・本来であれば１月に来店する予定の客が、前倒しで12月に来店するケースが多くみられたため、１月の状況はやや悪くなっている。,,
,,▲,住宅販売会社（経営者）,お客様の様子,・モデルルームを訪れる客の分譲マンション購入にかかる商談の時間が長くなってきている。,,
,,×,タクシー運転手,販売量の動き,・売上が減少しているが、季節要因に加えて、景気が下向いていることも影響している。,,
"企業
動向
関連

(北海道)",,◎,－,－,－,,
,,○,食料品製造業（従業員）,受注量や販売量の動き,・３か月前の10月の販売量が前年比プラス2.0％だったのに対して、１月の販売量は前年比プラス7.9％となっており、景気がやや良くなっている。,,
,,○,建設業（従業員）,それ以外,・台風被害で寸断されていた主要輸送路も復旧し、道内の建築工事現場では年度内竣工を目指して、設備や仕上工事が最盛期にある。,,
,,○,その他サービス業［建設機械リース］（支店長）,受注量や販売量の動き,・前年の台風災害の復旧工事に関連した引き合いが増加している。,,
,,□,家具製造業（経営者）,受注量や販売量の動き,・地元百貨店が閉店して以来、街の活力が低迷している。一方で首都圏などではマンション需要に底堅いものがある。ただ、世界規模で広まる政治的な枠組みの変化が地方都市にも影響を及ぼすことを懸念しているのか、消費者が様子見をしている状況もうかがえる。,,
,,□,建設業（従業員）,受注量や販売量の動き,・公共工事の受注が堅調に推移しており、民間建築も大型物件の受注が確保できている。,,
,,□,金融業（従業員）,取引先の様子,・公共工事の増加により建設関連業種が改善している。また、昨今の円安を追い風に外国人観光客の入込も増勢を強めており、観光関連業種も好調を維持している。大雪が個人消費の足かせになったものの、景気は底堅く推移しており、３か月前と同様の水準にある。,,
,,□,司法書士,取引先の様子,・不動産取引や建物の建築関連の動きが、前年と比較して若干回復傾向にある。,,
,,□,司法書士,取引先の様子,・依然として景気回復の兆しがみられない。冬期間のため、不動産取引も減少しており、景気回復にはまだ時間がかかる。,,
,,□,コピーサービス業（従業員）,取引先の様子,・客先の業績が特に悪いわけでもないが、購買に対して慎重な姿勢は変わらない。,,
,,□,その他サービス業［建設機械レンタル］（総務担当）,受注量や販売量の動き,・今年度の売上は、引き続き前年を10％程度上回って推移している。ただ、４月以降については、前年も売上が好調に推移していたことから、大きな上乗せはないとみられる。,,
,,▲,食料品製造業（従業員）,受注量や販売量の動き,・３か月前と比べると、売上が徐々に減っている傾向がみられる。,,
,,▲,輸送業（支店長）,受注量や販売量の動き,・オーダーの数や電話の数などが一時よりも少なくなっている。冬場の閑散期の一服感が漂っている。,,
,,▲,輸送業（営業担当）,受注量や販売量の動き,・北海道内の物流網は鉄道も含めてほぼ回復したが、不作による農産品の減少が年明けから顕著になっており、倉庫保管量が極端に減少している。,,
,,▲,その他非製造業［鋼材卸売］（役員）,受注量や販売量の動き,・１月は稼動日数が少なく、客先の仕事量も少ないため、受注、販売量ともに落ち込んだ。,,
,,×,－,－,－,,
"雇用
関連

(北海道)",,◎,－,－,－,,
,,○,人材派遣会社（社員）,求人数の動き,・人材派遣、人材紹介部門への求人依頼が増加している。また、札幌市内及び道内各地で開催している求職者と求人企業が直接面談できる合同企業面説会において、最近は求人企業の参加が飛躍的に増加している。景気が悪かった数年前は、企業の参加費用が無料であったにもかかわらず参加企業集めに苦戦していたことから、企業の景況感の回復に伴い人材不足が顕著となっていることがうかがえる。,,
,,○,新聞社［求人広告］（担当者）,周辺企業の様子,・取引先企業から自動車関連や通信機関連の動向が活発化してきているとの話がみられる。,,
,,□,求人情報誌製作会社（編集者）,それ以外,・正規社員では業種、職種によるミスマッチが、非正規職員では勤務時間や休日などの募集要項によるミスマッチがみられるが、全体的な求職者数に大きな変化はない。,,
,,□,求人情報誌製作会社（編集者）,求人数の動き,・当地の求人件数は前年と比較して少なく、景況感の影響がうかがえる。,,
,,□,職業安定所（職員）,求人数の動き,・有効求人倍率が６年10か月連続で前年を上回る中で、新規求人数が前年から2.9％増加し、月間有効求人数が前年から0.5％減少した。ただ、前月とはそれぞれ増減が逆転しており、目立った傾向はみられない。一方、新規求職者数は前年から12.6％減少し、月間有効求職者数は前年から4.8％減少しており、減少傾向が続いている。,,
,,□,職業安定所（職員）,求人数の動き,・月間有効求人数が５か月連続で前年を下回った。一方、有効求人倍率は４か月連続で前年を下回ったものの、1.05倍と引き続き１倍を超えていることから、雇用情勢は改善が続いている。,,
,,□,職業安定所（職員）,求人数の動き,・一部のサービス業で新規求人数の減少傾向がうかがえるものの、新規求職者数の減少により、これまでと同様の水準の新規求人倍率が維持できている。,,
,,□,職業安定所（職員）,周辺企業の様子,・漁業の不振が製造業に悪影響を与えている。また、小売業の不振も継続している。,,
,,□,学校［大学］（就職担当）,求人数の動き,・各企業の新卒採用活動は一旦終了するケースが多いが、多くの企業が予定人数を採りきれておらず、２月までは良い学生がいればピンポイントで紹介してほしいという依頼が多くみられるため、２月末までは現状の好調さが続く。,,
,,▲,求人情報誌製作会社（編集者）,求人数の動き,・今年に入り、多くの業種で求人広告件数が前年を下回っている。,,
,,▲,求人情報誌製作会社（編集者）,求人数の動き,・前年と比べると１月の求人活動はやや抑え気味となっている。人の採用が難しいため、掲載のタイミングを吟味する企業や諦める企業も出てきている。また、米国の新大統領政権の先行きが不透明なことも多少影響していそうだ。,,
,,×,－,－,－,,
,,,,,,,
　２．東北（地域別調査機関：公益財団法人東北活性化研究センター）,,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,,
"家計
動向
関連

(東北)",,◎,－,－,－,,
,,○,商店街（代表者）,販売量の動き,・天候に恵まれた初売りは来客数が好調で、購入単価も若干上昇したという店舗も見受けられる。また、賛否両論があるものの、初売りと同時もしくは引き続いてのセールでは、各店舗ともに微増ではあるものの売上が増加しており、商店街全体に貢献をしている。,,
,,○,百貨店（総務担当）,単価の動き,・店頭での客の購買行動に変化が表れている。今までは１品購入するにも悩んでいた客が、更にもう何品か購入する様子をみせている。そのため、今月は買上単価も上昇している。,,
,,○,百貨店（営業担当）,単価の動き,・全体的な売上は回復傾向にある。シーズン当初は売れていたコートが全盛期に売上を落とすなど、婦人服全体では苦戦が続いているものの、宝飾品、美術品を中心に高額商材が動いている。正月の福袋も２年連続で売上を伸ばしており、特に高額な福袋が売れるなど、消費マインドはやや上向きの傾向がみられている。,,
,,○,百貨店（売場担当）,来客数の動き,・初売りは非常に好調であったが、クリアランスセールは立ち上がり時の降雪の影響で振るわなかった。ただし、天候回復後は、セールスタート時に来店できなかった客の増加で、来客数及び売上は回復している。また、現在開催中のバレンタインイベントも絶好調であり、シャワー効果、噴水効果により、全館で売上がプラスとなっている。,,
,,○,スーパー（店長）,販売量の動き,・今月に入り、当店の売上は前年比104.6％と数字を伸ばしている。,,
,,○,コンビニ（経営者）,販売量の動き,・年末年始をはさんだ月のため来客数が減少する傾向にあるが、正月明け以降は客単価、買上点数共に堅調に推移している。特に買上点数については、12月より上回っている。,,
,,○,衣料品専門店（店長）,お客様の様子,・年明け後の寒波到来で冬の防寒着へのニーズが再び高まっており、高単価の商品が動きだしている。,,
,,○,乗用車販売店（経営者）,販売量の動き,・新型車効果もあり、新車の販売台数は増加傾向にある。,,
,,○,乗用車販売店（経営者）,販売量の動き,・例年と比べて雪が若干少ないこともあり、３月以降に購入予定であった客からの前倒しの受注が徐々に増えてきている。,,
,,○,乗用車販売店（従業員）,販売量の動き,・現行車の販売ができなかった３か月前と比較すれば、新型車の販売もあり、良くなっている。,,
,,○,住関連専門店（経営者）,単価の動き,・最近は安価な商品が良く売れていたが、今月は一部の高額商材も販売できているため、通常の月より売上が伸びている。,,
,,○,その他専門店［酒］（経営者）,販売量の動き,・年が明けて一転、降雪量が急激に増えたことにより、雪に慣れている人々も戸惑いをみせている。雪が降ることで、除雪など経済的に動く面は多々とあるが、消費者は除雪費や暖房費に家計を圧迫されて、買い控えや夜の外出を控える傾向にある。,,
,,○,その他専門店［ガソリンスタンド］（営業担当）,販売量の動き,・気温の低下や降雪の影響により、販売量が伸びている。,,
,,○,その他小売［ショッピングセンター］（統括）,競争相手の様子,・前年駅前に新規オープンした商業施設は、それなりの集客をしている様子である。,,
,,○,高級レストラン（支配人）,単価の動き,・レストランの来客数や客単価の動向をみると、少しずつではあるが上向きになっており、消費に対する意識の改善がみられている。特に高単価商材の販売数が大きく伸びている。,,
,,○,一般レストラン（経営者）,来客数の動き,・若干ではあるが、来客数及び客単価が戻ってきている。,,
,,○,都市型ホテル（スタッフ）,来客数の動き,・来客数が多く、宿泊の稼動も通年の80％前後を維持している。また、レストランの来客数も多い。当市の施策であるスマートシティの効果が表れてきているのか、駅周辺に人の流れができている。,,
,,○,通信会社（営業担当）,お客様の様子,・新年になり、新規加入者は少ないものの、解約者が12月から減少を続けているため、契約者総数に大きな変動はない。また、豪雪地帯にありながら、これまでにない穏やかな天候も影響しているのか、消費者の財布のひもも多少緩んでいる様子である。,,
,,○,観光名所（職員）,来客数の動き,・インバウンド客が好調であり、売上、来客数共に伸びている。,,
,,○,競艇場（職員）,来客数の動き,・大きなレースがあり、来客数は増加している。しかし、前年の同月と比較するとかなり落ち込んでいる。,,
,,□,商店街（代表者）,お客様の様子,・景気に多少の明るい兆しがみえてきている。ただし、バブル期から約20年をかけて、必要な時に必要な物を必要な量だけ買うという賢い生活を身に着けた消費者の性向が、この先変わるとは考えにくい。成熟社会特有の消費性向を土台とした経済対策こそ重要であり、金利や為替に頼った政策から脱する時期にきている。,,
,,□,商店街（代表者）,来客数の動き,・ここ３～４か月の動きとしては、来客数の増加と客単価の横ばいが続いている。飲食並びに物販もまずまずであり、前年比が105～108％で推移している。,,
,,□,商店街（代表者）,来客数の動き,・個人商店は景気の変動の影響を受けないため、あまり変化はない。,,
,,□,商店街（代表者）,来客数の動き,・福袋などのネット購入が年々増加しており、商店街の初売りは頭打ち状態が続いている。,,
,,□,一般小売店［書籍］（経営者）,販売量の動き,・客単価が上昇しているため、売上は維持できているものの、来客数、買上客数共に今一つである。,,
,,□,一般小売店［医薬品］（経営者）,お客様の様子,・１月は全国的に有名な初売りや、どんと祭などがあったが、イベント後に客が繁華街に立ち寄るということがほとんどない。近所のバーも１月末に閉店すると聞いており、非常に低迷している状態が続いている。,,
,,□,一般小売店［医薬品］（経営者）,お客様の様子,・１月は比較的天候に左右される月であるが、来客数自体は変わらずに推移しており、買い控えの様子も見受けられない。,,
,,□,一般小売店［カメラ］（店長）,販売量の動き,・販売量は横ばいで推移しており、高額商材の動きも多少良くなってきている。しかし、売上が増加する様子はみられない。,,
,,□,百貨店（営業担当）,お客様の様子,・歳末及び初売りの状況は良かったものの、それ以降は冬の天候の影響か来客数が伸びず、厳しい状況が続いている。,,
,,□,百貨店（買付担当）,お客様の様子,・商品を吟味して購入する客の動向に変化はなく、クリアランスによる再値下げでも同じである。肌着や靴など身の回り品や季節商材は比較的順調であるが、衣料品や宝飾品は苦戦しているブランドもみられる。,,
,,□,百貨店（経営者）,販売量の動き,・年が明けてからの初売りやセールは好調に推移している。しかし、消費者の動きは瞬間的であり、購買層が薄くなってきていることを実感している。,,
,,□,スーパー（経営者）,来客数の動き,・既存店は来客数が減少しているものの、買上点数及び客単価は上昇している。,,
,,□,スーパー（経営者）,単価の動き,・１月の１品単価は前月よりも低下しているものの、買上点数及び来客数は横ばいで推移している。全体的な消費性向に変化はないが、消費者の財布のひもはやや固くなってきているようである。,,
,,□,スーパー（店長）,販売量の動き,・11～12月は前期実績を確保できない状態が続いたが、１月に入り前期実績を確保できる状態になっている。また、大雪が続いてまとめ買いの傾向が強まっており、客単価が増加している。,,
,,□,スーパー（総務担当）,単価の動き,・来客数、客単価、買上点数、１品単価、全てがわずかながら前年を上回っているが、そのなかでも特に客単価は順調に伸びている。,,
,,□,スーパー（営業担当）,単価の動き,・客単価、１品単価に変化がない。,,
,,□,スーパー（営業担当）,来客数の動き,・12月の実績をみると、全店ベースでは前年比100％を維持しているが、既存店の数値が厳しくなっている。既存店売上97％、来客数96.5％、買上点数102％、客単価102.5％と既存店のマイナスを新店と販促策の強化で補っている状況である。,,
,,□,コンビニ（経営者）,来客数の動き,・売上は前年比100％を維持しているが、客単価上昇によるものであり、来客数は前年を下回っている。,,
,,□,コンビニ（エリア担当）,販売量の動き,・ファストフードやドーナツなどのカウンター商材の販売量が、前年比でマイナス５％と大きく落ち込んでおり、客単価減少の一因となっている。,,
,,□,コンビニ（エリア担当）,来客数の動き,・降雪地域における消費動向として、吹雪などによる来客数の減少がある。そのため、一概には景気を語れないが、降雪前と比較しても前年比に大きな変化はない。,,
,,□,コンビニ（エリア担当）,来客数の動き,・来客数が減少傾向にあり、改善の兆しがみえない。,,
,,□,コンビニ（エリア担当）,来客数の動き,・全体的には大きな変化はないが、東北では東日本大震災復興による需要が減少している。また、積雪量が例年より少ない状況も、除雪業者の経営にはマイナスとなっている。,,
,,□,衣料品専門店（経営者）,単価の動き,・初売りやウインタークリアランスなど催事を続けているが、来客数は増えていない。更に単価が低下している状況が続いており、売上が非常に厳しい。,,
,,□,衣料品専門店（店長）,単価の動き,・ビジネスマンの買い控えが続いているものの、入学式、就職などのフレッシャーズ客の単価が前年より上昇している。,,
,,□,衣料品専門店（総務担当）,販売量の動き,・客単価の前年比は若干増加しているものの、来客数、買上点数は前年比98％と前年を下回った状態が続いている。,,
,,□,家電量販店（店長）,来客数の動き,・来客数が前年を下回っている。新規事業などの立ち上げを模索している。,,
,,□,家電量販店（店長）,来客数の動き,・季節商材が好調であり、前年と比較して２けたの伸びとなっている。白物家電はやや数字を落としているものの、テレビなどの映像関連商品は前年を若干上回っている。米国の新大統領就任による影響など不安要素はあるものの、全体として、客の購買意欲は前年並みで推移している。,,
,,□,乗用車販売店（従業員）,来客数の動き,・土日祝日の来客数の動きが全く変わっていない。,,
,,□,住関連専門店（経営者）,販売量の動き,・受注物件の数量は増えてきているが、単価がなかなか上がらない。,,
,,□,その他専門店［酒］（経営者）,販売量の動き,・年明けから全体的に動きが鈍く、少し苦戦している。,,
,,□,その他専門店［白衣・ユニフォーム］（営業担当）,販売量の動き,・このところ、今までないほど問い合わせがきているが、なかなか成約にはつながらない。大手の販売店が、大口の案件が減少した分を取り戻すためにかなりこまめに営業をしている様子である。今後の値崩れが心配である。,,
,,□,その他専門店［ガソリンスタンド］（営業担当）,販売量の動き,・暖房用の燃料の販売量は暖冬だった前年を上回っているが、販売価格の転嫁が思うように進まないため、収益面ではいまだに苦しい状況である。寒波が来ているが、あまり状況は改善されていない。,,
,,□,一般レストラン（経営者）,お客様の様子,・雪が思ったよりも多く降ったため、朝晩の雪かきに人手をとられており、外出の頻度が減少している。ここ数年は雪が少なかったため、久しぶりに雪国の大変さが身にしみている。,,
,,□,観光型ホテル（スタッフ）,お客様の様子,・消費単価の低い状態が続いている。,,
,,□,観光型旅館（経営者）,来客数の動き,・同業者の話や来客数の動きからは、景気が改善してきている雰囲気はない。良い状況も長くは続かないため、平均すればあまり変わらない状況である。,,
,,□,都市型ホテル（スタッフ）,販売量の動き,・新年会は例年どおりの売上であるが、宿泊、レストランは微減している。,,
,,□,都市型ホテル（スタッフ）,それ以外,・数か月前より好調に推移していた予約状況に陰りがみえ始めてきている。また、フリーの来客数も減少傾向にあるため、停滞気味の予約受注状況と合わさって、今まで改善してきた業績が鈍化し始めている。,,
,,□,旅行代理店（店長）,販売量の動き,・秋の行楽シーズンと比較すると、客は出控えている印象がある。,,
,,□,旅行代理店（従業員）,お客様の様子,・３か月前と比較して、国内旅行の店頭申込の落ち込みに変化はないものの、インターネットでの申込は好調である。海外旅行については、依然としてヨーロッパなどの遠距離地域の申込状況に変化がない。,,
,,□,タクシー運転手,販売量の動き,・タクシー業界では２社ほどが経営不振のために統合している。本業の他に多方面な経営をしていたことが原因のようである。当社はタクシー業のみであり、あまり影響はない様子である。,,
,,□,通信会社（営業担当）,お客様の様子,・安売りしている小売業の売上は増加しているものの、利益を消費者へ還元する方針のため実質賃金は現状維持の状況である。そのため、販売量は全体的に上向いているが生活状況に変化はない。,,
,,□,通信会社（営業担当）,お客様の様子,・小売店や百貨店などの売上が伸びていない。一部の企業の売上は増加しているものの、底上げにはなっていない。,,
,,□,通信会社（営業担当）,お客様の様子,・顧客の設備投資意欲に変化がみられない。,,
,,□,通信会社（営業担当）,お客様の様子,・客はコスト削減の話ばかりしている。,,
,,□,観光名所（職員）,来客数の動き,・１月上旬まで開催していたイベントの終了後は、来客数の落ち込みが激しい。月下旬はインバウンド客を見込んでいたものの、思ったほどの来客数ではない。,,
,,□,遊園地（経営者）,来客数の動き,・正月の限定営業では、天候が温暖に推移して客単価も上昇したが、来客数が前年を若干下回っており、今一つ勢いがみられていない。,,
,,□,美容室（経営者）,お客様の様子,・寒い時期のため客足が遠のいており、いつもよりも来店の間隔が長くなっている。,,
,,□,その他サービス［自動車整備業］（経営者）,単価の動き,・石油製品の値上がりにより原価が上昇しているが、売価に転嫁できていない。,,
,,□,住宅販売会社（経営者）,販売量の動き,・戸建については計画どおりの受注はあるものの、そこから上乗せするだけの受注残がない。,,
,,□,その他住宅［リフォーム］（従業員）,販売量の動き,・断熱窓と塗装工事が好調であり、前年実績を超過している。,,
,,▲,一般小売店［医薬品］（経営者）,単価の動き,・月前半は順調であったが、寒さが厳しくなってきた後半からは、急に来客数と客単価が悪化しており、店頭に活気のない状態が続いている。処方せん調剤の客からは病院が空いているという話もあり、全体的に外出を控えている様子がうかがえる。,,
,,▲,一般小売店［寝具］（経営者）,販売量の動き,・３か月前と比較して売上は減少している。しかし、今年は例年になく商品が動いており、１月単体としては前年、一昨年よりも売上を伸ばしている。,,
,,▲,百貨店（売場主任）,来客数の動き,・寒波の影響で、来客数が大幅に減少している。天候が回復しても来客数の減少傾向は続いており、客単価の低下も加わって、厳しい商況が加速している。,,
,,▲,スーパー（店長）,来客数の動き,・今月は大雪や暴風などの影響により、来客数が前年を下回っている。,,
