,,▲,タクシー運転手,来客数の動き,・依然として観光客の動きが少なく、また、地元客の乗り控えというのも進んでいる。タクシー一台当たりの売上は年々減少している。,
,,▲,美容室（経営者）,来客数の動き,・２月はいつも売上が低下するが、昨年と比べても売上、客数とも減っている。,・２月はいつも売上が低下するが、前年と比べても売上、客数とも減っている。
,,×,高級レストラン（スタッフ）,競争相手の様子,・大規模な外食店の進出により、前月よりも昼食や夕食での利用が低下している。,
,,×,住宅販売会社（従業員）,来客数の動き,・相変わらずマイホームセンター、モデルハウス等の来場者が激減している。,
,,×,住宅販売会社（従業員）,販売量の動き,・販売量が激減しているほか、単価の低下が非常に目立っている。,
"企業
動向
関連

(北海道)",,◎,－,－,－,
,,○,その他非製造業［機械卸売］（従業員）,受注量や販売量の動き,・金属材料の値上げ対策や、期末決算対策のため、引き合いが増加してきた。,
,,□,食料品製造業（経営者）,受注量や販売量の動き,・昨年末の暖冬傾向から一転して、年明け後は適度な寒さを迎えており、例年であれば鍋物需要が盛り上がるが、今年はさしたる盛り上がりがみられない。,・前年末の暖冬傾向から一転して、年明け後は適度な寒さを迎えており、例年であれば鍋物需要が盛り上がるが、今年はさしたる盛り上がりがみられない。
,,□,食料品製造業（団体役員）,受注価格や販売価格の動き,・原料価格の高騰から昨年末に販売価格を値上げしたところ、受注量が大きく減少している。市町村合併や北海道新幹線着工決定の明るい話題があったものの、大手企業の函館工場の撤退やデパート流通業界の合併統合等があり、景気の回復感はない。,・原料価格の高騰から前年末に販売価格を値上げしたところ、受注量が大きく減少している。市町村合併や北海道新幹線着工決定の明るい話題があったものの、大手企業の函館工場の撤退やデパート流通業界の合併統合等があり、景気の回復感はない。
,,□,金属製品製造業（経営者）,取引先の様子,・鋼材や金属材の値上がりがあり、加工業では材料が値上がりする前に購入して対応しようという動きが出ている。このため仕事は繁忙とみられるが一過性のものであり、継続的な向上ではない。,
,,□,輸送業（支店長）,受注量や販売量の動き,・道内の建築物件は、公共投資も含めて、荷動きの面からみると非常に良くない。ここにきて輸入雑貨いわゆる春需要がスタートしてきたのでその部分では荷動きが出てきた。,
,,□,輸送業（営業担当）,取引先の様子,・荷動きはほとんど変わらない状況である。,
,,□,通信業（営業担当）,受注量や販売量の動き,・ここ数か月の販売量をみると、季節重要も含めて計画値通りに推移しており、景況感の大きな上下の振れは感じられない。,
,,□,金融業（企画担当）,それ以外,・設備資金は低調である。住宅関係は札幌市内で投資用賃貸マンションの建設が目立つ。観光関連ではさっぽろ雪まつりの来場者は前年を上回ったが観光客の財布のひもは固い。,
,,□,司法書士,取引先の様子,・昨年の住宅建築は、前年比で30％から40％落ち込んでいるので、依然として明確な回復基調とはいえない。,・前年の住宅建築は、前年比で30％から40％落ち込んでいるので、依然として明確な回復基調とはいえない。
,,□,その他サービス業［建設機械リース］（支店長）,競争相手の様子,・同業者の引き合い状況が依然として改善されていない。,
,,□,その他企業［コンベンション担当］（従業員）,受注量や販売量の動き,・大型宴会や定時宴会等の実施控えが少数だが出てきている。,
,,▲,輸送業（経営者）,取引先の様子,・輸送、受注の両方に関連して数字の減少が顕著である。,
,,▲,通信業（営業担当）,受注量や販売量の動き,・例年この時期は次年度に向けての発注量が増える時期だが、今年は全くそれを感じることができない。,
,,×,司法書士,受注量や販売量の動き,・春先にも関わらず、全く建設の動きがみられない。,・春先にもかかわらず、全く建設の動きがみられない。
"雇用
関連

(北海道)",,◎,－,－,－,
,,○,職業安定所（職員）,求人数の動き,・求人数が総体的に増加傾向にあり、そのうち地元就業の求人も少しづつ増加している。,・求人数が総体的に増加傾向にあり、そのうち地元就業の求人も少しずつ増加している。
,,○,学校［大学］（就職担当）,求人数の動き,・求人の関係で来訪する企業の担当者が多くなり、採用活動が活発になっているという印象を受ける。,
,,□,求人情報誌製作会社（編集者）,それ以外,・求人件数の多くが飲食、サービス業のパート、アルバイトに偏っており、総体的に少なくなった非常用雇用の求職者の争奪状態になっている。,
,,□,求人情報誌製作会社（編集者）,求人数の動き,・建設業界、貨物運送、派遣や請負等の間接雇用など、一部の業種の求人広告は増えているが、全業種的な増加傾向には至っていない。雇用形態別にみても、アルバイト、パート、派遣、契約等の非正規雇用が活発な反面、正規雇用は停滞しており、景気に連動した求人の伸びであるとは断定できない状況である。,
,,□,職業安定所（職員）,求人数の動き,・コールセンター等の求人が増加しているが、多くはパート、臨時雇用などの非正規社員である。,
,,□,職業安定所（職員）,求人数の動き,・新規求人は前年比で34％減少したが、昨年は大手量販店の進出に関連した大量求人があったので、この反動要因を除くとほぼ横ばいである。また、前月比では８％増加しているが派遣や請負の求人が目立ち、厳しい状況に変わりはない。,・新規求人は前年比で34％減少したが、前年は大手量販店の進出に関連した大量求人があったので、この反動要因を除くとほぼ横ばいである。また、前月比では８％増加しているが派遣や請負の求人が目立ち、厳しい状況に変わりはない。
,,▲,＊,＊,＊,
,,×,－,－,－,
,,,,,,
　２．東北（地域別調査機関：（財）東北開発研究センター）,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向
関連

(東北)",,◎,＊,＊,＊,
,,○,一般小売店［カメラ］（店長）,販売量の動き,・１～２月にかけては昨年より写真関係の需要が多い。また、冬祭りなどに出かける客も多く見かけられる。,・１～２月にかけては前年より写真関係の需要が多い。また、冬祭りなどに出かける客も多く見かけられる。
,,○,衣料品専門店（店長）,販売量の動き,・秋冬物で苦戦を強いられたが、先月から少しずつ売上高の回復がみられる。,・秋冬物で苦戦を強いられたが、前月から少しずつ売上高の回復がみられる。
,,○,その他専門店［靴］（経営者）,販売量の動き,・例年にない大雪で冬物商品の消化は順調に推移しているが、逆に春物商品の動きが見られない。,・例年にない大雪で冬物商材の消化は順調に推移しているが、逆に春物商材の動きが見られない。
,,○,一般レストラン（スタッフ）,それ以外,・採用を担当しているが、来年４月の採用予定者数を増やす等、採用に対する意欲が出てきている。,
,,○,観光型旅館（経営者）,来客数の動き,・中越地震の影響も依然あるが、直前に完成した庭園露天風呂をはじめとする設備投資の効果が出ている。本年で４年目を迎える芝居小屋イベントやインターネット予約も順調である。,・中越地震の影響も依然あるが、直前に完成した庭園露天風呂を始めとする設備投資の効果が出ている。本年で４年目を迎える芝居小屋イベントやインターネット予約も順調である。
,,□,商店街（代表者）,競争相手の様子,・この２月はとても難しい。状態としては景気は下降気味だということであるが、２月そのものの小売店関係の売上はさほど悪くない。大企業と零細企業のずれが生じている。これを以って景気が良いというのか悪いというのか判断が難しい。,
,,□,商店街（代表者）,お客様の様子,・初冬は暖冬で冬物衣料や防寒靴等の販売が伸び悩んだが、ここにきて、冬型の天候が続き在庫は大分さばけている。ただし、冬物値引きセールの時期でもあり、売上は１月時点で昨年比99％とほぼ昨年並みとなっている。,・初冬は暖冬で冬物衣料や防寒靴等の販売が伸び悩んだが、ここにきて、冬型の天候が続き在庫は大分さばけている。ただし、冬物値引きセールの時期でもあり、売上は１月時点で前年比99％とほぼ前年並みとなっている。
,,□,百貨店（売場主任）,来客数の動き,・毎日寒い日が続いていたが、中旬まではバレンタインや物産催事のシャワー効果等があり、単価の低い商品が動いていた。卓上用の雛人形は、自分のためのご褒美として求める人が多い。,
,,□,百貨店（企画担当）,販売量の動き,・雪の多さから、冬物が終わり春物衣料の時期になっても動きがなく、販売量が低迷している。,
,,□,百貨店（広報担当）,お客様の様子,・月の前半は、比較的良かった１月の状況を継続する形で推移。催事関係の好調も寄与して店頭は前年実績を維持していたが、中盤の雪と冷え込み、終盤の失速で、加えて昨年より１日少ない営業日ということもあり、結果として前年を割り込む数字となった。,・月の前半は、比較的良かった１月の状況を継続する形で推移。催事関係の好調も寄与して店頭は前年実績を維持していたが、中盤の雪と冷え込み、終盤の失速で、加えて前年より１日少ない営業日ということもあり、結果として前年を割り込む数字となった。
,,□,スーパー（店長）,販売量の動き,・一品単価は依然として前期比98.7％と変化はないが、大雪による週末のまとめ買いで、買上げ点数が103.6％と増加、客単価が102.4％となり客数減少をカバーしている。,・１品単価は依然として前期比98.7％と変化はないが、大雪による週末のまとめ買いで、買上点数が103.6％と増加、客単価が102.4％となり客数減少をカバーしている。
,,□,スーパー（店長）,販売量の動き,・商品の一品単価は前年比98％だが、買上げ点数は前年比102％と若干伸びており、回復とまではいかないが、幾らか購買力が上がってきている。,・商品の１品単価は前年比98％だが、買上点数は前年比102％と若干伸びており、回復とまではいかないが、幾らか購買力が上がってきている。
,,□,スーパー（総務担当）,単価の動き,・生鮮単価が前月の前年比よりも１％上昇した。水産と青果が前年を若干上回ったためだが、食肉は前年比伸び率で５％も落とした。加工食品は、前年対比伸び率が前月とほぼ同じで、丁度100だった。非食品の推移では、単価は殆んど変わらないが、買上げ点数が若干前月より落とした。全体としては、前月とほぼ同じ推移であった。,・生鮮単価が前月の前年比よりも１％上昇した。水産と青果が前年を若干上回ったためだが、食肉は前年比伸び率で５％も落とした。加工食品は、前年対比伸び率が前月とほぼ同じで、丁度100だった。非食品の推移では、単価は殆んど変わらないが、買上点数が若干前月より落とした。全体としては、前月とほぼ同じ推移であった。
,,□,コンビニ（エリア担当）,単価の動き,・客数と客単価のかい離は、先月に比べだいぶ改善はしてきているが、前年を上回るかというとそこまでは行っていない。しかし単価は若干改善しつつある。,・客数と客単価のかい離は、前月に比べ大分改善はしてきているが、前年を上回るかというとそこまでは行っていない。しかし単価は若干改善しつつある。
,,□,コンビニ（エリア担当）,販売量の動き,・コンビニの基幹商品である弁当、おにぎりの販売量が低迷状態を脱せない。,
,,□,コンビニ（エリア担当）,単価の動き,・客単価は前年割れを続け、前年より14円下回っている。加えて雪の影響もあり来客数も去年より５人少なく、客数、客単価の前年割れが続いている。,
,,□,衣料品専門店（総務担当）,単価の動き,・前年より客数は増えているが、客単価の下落により売上が計画未達となっている。,
,,□,乗用車販売店（経営者）,販売量の動き,・景気上向きを予想していたが、19年振りの大雪が震災復興に水を差したような感がある。需要期・新商品の投入という好条件で販売数が微増というのは、良くて「景気横ばい」という印象である。,・景気上向きを予想していたが、19年ぶりの大雪が震災復興に水を差したような感がある。需要期・新商品の投入という好条件で販売数が微増というのは、良くて「景気横ばい」という印象である。
,,□,住関連専門店（経営者）,お客様の様子,・今月は寒い日が続いているにも関わらず、春物の動きが順調である。,・今月は寒い日が続いているにもかかわらず、春物の動きが順調である。
,,□,住関連専門店（経営者）,来客数の動き,・今月は先月、先々月に比べて持ち直してきている。３か月前の売上に匹敵するほどである。,・今月は前月、先々月に比べて持ち直してきている。３か月前の売上に匹敵するほどである。
,,□,その他専門店［ガソリンスタンド］（営業担当）,単価の動き,・販売量の減少から販売価格の下落が続いている。また、仕入価格の上昇により、粗利益の減少が続き収益を圧迫してきている。販売価格の修正傾向が出てきているが、３月に原油価格の値上がりからの仕入価格の上昇が予想されるため、収益の回復が望めない。,
,,□,高級レストラン（支配人）,単価の動き,・来客数は変わっていないが、客単価が低下している。極端に接待利用が少なくなっている。,
,,□,高級レストラン（支配人）,販売量の動き,・宿泊は自社インターネットの直接予約の増加とエージェント系のインターネット予約の増加に伴い、前年を売上、客数、稼働率共に上回っている。宴会は婚礼件数の減少に伴い客数減少、売上減少。レストランは競合店の新規出店と周辺レストランの相次ぐリニューアルにより、集客力の低下に歯止めがかからない。,
,,□,その他飲食［そば］（経営者）,来客数の動き,・毎年２月は来客数、単価共に低迷するが、今年は変化が見られない。１年を通じて低い単価のままである。,
,,□,都市型ホテル（経営者）,販売量の動き,・依然として売上の低迷状態が続いている。特に婚礼が悪く、一般宴会も全体的に単価が低くなっている。ホテル間の競争と値引き要請が厳しく、売上、利益を圧迫している。,
,,□,都市型ホテル（スタッフ）,来客数の動き,・２月、８月は昔から動きが悪い中、特に今年は例年に比べ雪が多く、動きが悪い。復興に向けた動きは少しずつ出てきているが、今の動きが確実な数字となって現れることを期待している。,
,,□,都市型ホテル（スタッフ）,それ以外,・地震後の11月と単純比較はできないが、一般宴会は前年比125％と回復傾向にも見えるが、収益率の高い宿泊は回復せずバランスが取れない。,
,,□,タクシー運転手,来客数の動き,・客がとにかく少なく、午前０時を過ぎると飲食街でも人出がめっきり少ない状況が続いている。,
,,□,観光名所（職員）,来客数の動き,・２月上旬に開催したイベントでの入場者、売上ともに前年を１割近く上回った。天候にも恵まれたが、事前のＰＲや周辺施設との連携等の効果が表れた。,
,,▲,商店街（代表者）,来客数の動き,・低温で降雪が多く、客足が少ないところに不景気が重なっている状況である。,
,,▲,一般小売店［書籍］（経営者）,販売量の動き,・売上構成比の高い雑誌について創刊（新発売）が多くあるが、売上を上昇させるまでの勢いはない。芥川賞、直木賞も昨年のような極端な話題性には至らず、店頭が全般に沈滞気味。,・売上構成比の高い雑誌について創刊（新発売）が多くあるが、売上を上昇させるまでの勢いはない。芥川賞、直木賞も前年のような極端な話題性には至らず、店頭が全般に沈滞気味。
,,▲,百貨店（売場担当）,来客数の動き,・今月に入ってから、雪が多く、足場も悪いため客の出足が悪い。午前中だと来客数が数人にもならない日が多く、売上も伸び悩んでいる。,
,,▲,百貨店（販促担当）,来客数の動き,・２月としては降雪量が多く、今月下旬の大雪で春物の動きが更に厳しくなっている。バレンタイン商戦は健闘したが、好調であった１月の反動が来ている。,
,,▲,百貨店（経営者）,単価の動き,・客単価の前年比が３か月前より落ちている。,
,,▲,スーパー（経営者）,来客数の動き,・地震に加え豪雪で客数の伸び率が低くなってきている。,
,,▲,スーパー（経営者）,競争相手の様子,・競合店の閉店セールによる影響を受けている。,
,,▲,スーパー（店長）,来客数の動き,・競合店間のチラシディスカウント攻勢が激化しており、客数の伸び率も３か月前に比べ３％ほど低下している。,
,,▲,スーパー（企画担当）,来客数の動き,・雪の影響もあり、特に市内の店舗の客数が２％ほど減少した。,
,,▲,衣料品専門店（経営者）,来客数の動き,・特に東北地方の当県では、冬場は豪雪、吹雪の日が多く、どうしても雪の時は客数が減少する。例年よりも客数の減少が著しく、影響が出ている。,
,,▲,衣料品専門店（店長）,来客数の動き,・２月の気温の上昇が見込めないため、春物の出遅れが著しく大苦戦している。,
,,▲,衣料品専門店（店長）,来客数の動き,・毎年この時期から盛り上がり始めるフレッシャーズ需要が立ち遅れており、関連商品にも悪影響が出ている。,
,,▲,乗用車販売店（経営者）,販売量の動き,・最需要期に差し掛かっているものの、以前に比べ受注の伸びは弱い。また新型車といえども客の反応は鈍く、前年並を確保するのに大変苦労している状態である。,・最需要期に差し掛かっているものの、以前に比べ受注の伸びは弱い。また新型車といえども客の反応は鈍く、前年並みを確保するのに大変苦労している状態である。
,,▲,乗用車販売店（経営者）,来客数の動き,・輸入車の販売では、例年厳しい月ではあるが、特に今年は数年ぶりの大雪と、週末の悪天候により、輸入車販売店会の例会でも客の動きが悪いという報告が多い。,
,,▲,その他飲食［弁当］（スタッフ）,販売量の動き,・当市内においては19年振りの大雪で、交通等全ての部分でストップしており、買い物客もイベントへの参加は元より買い物に出ることさえためらうような状況である。,・当市内においては19年ぶりの大雪で、交通等全ての部分でストップしており、買物客もイベントへの参加は元より買物に出ることさえためらうような状況である。
,,▲,観光型ホテル（経営者）,来客数の動き,・例年２月は、組合関係の会議が主力であったが、今年は少なく、客数は悪かった昨年より10％ほど減少している。週末は８～９割程度の入込みであるが、ウィークデーは厳しい。特にホテルの施設も商品であるが為に経費節減が難しい。今冬は雪多く、以南の客少なく、地元客が多いため付帯売上が伸びない。,・例年２月は、組合関係の会議が主力であったが、今年は少なく、客数は悪かった前年より10％ほど減少している。週末は８～９割程度の入込であるが、ウィークデーは厳しい。特にホテルの施設も商品であるが為に経費節減が難しい。今冬は雪多く、以南の客少なく、地元客が多いため付帯売上が伸びない。
,,▲,都市型ホテル（スタッフ）,販売量の動き,・法人利用の宴会が少しずつ減ってきている。ブライダルに関しても様々な要因も加わるが、昨年、一昨年よりも少なくなっている。,・法人利用の宴会が少しずつ減ってきている。ブライダルに関しても様々な要因も加わるが、前年、一前年よりも少なくなっている。
,,▲,住宅販売会社（経営者）,販売量の動き,・前年比では96％、３か月対比では87％と４か月振りに100％を下回っており、やや悪くなっている。多少地域差も出てきている。,・前年比では96％、３か月対比では87％と４か月ぶりに100％を下回っており、やや悪くなっている。多少地域差も出てきている。
,,×,一般小売店［医薬品］（経営者）,来客数の動き,・客の話では、今月は雪が多く、雪の翌日には凍って、買い物に出られないという話である。,・客の話では、今月は雪が多く、雪の翌日には凍って、買物に出られないという話である。
,,×,百貨店（売場主任）,販売量の動き,・天候の影響が客足に大きく響き、婦人服では春物の動きが悪い。３か月前の営業数値よりも悪化している。,
,,×,住関連専門店（経営者）,来客数の動き,・今月は週末の天気が悪く、吹雪が多いため20％以上の低下となっている。,・今月は週末の天候が悪く、吹雪が多いため20％以上の低下となっている。
,,×,その他専門店［白衣・ユニフォーム］（営業担当）,販売量の動き,・全体的に２月は人の動きも無く、購買も通常の月より低いのが通例であるが、ここ数年になく今年は販売的にも厳しい状況である。経費を抑え、出費を抑えるという流れが強まっている。,
,,×,観光名所（職員）,来客数の動き,・例年にない大雪の影響で、フリー客の足が遠のき、団体募集も集客が少なくツアーキャンセルが続出している。,
"企業
動向
関連

(東北)",,◎,－,－,－,
,,○,食料品製造業（経営者）,受注量や販売量の動き,・１月中旬から２月は年間でも一番暇な時期であるが、今年は商品の動きは良い。商品の組み合わせを工夫したことにより売上がアップした。,
,,○,食料品製造業（経理担当）,受注量や販売量の動き,・受注量や販売量は前年比105％くらいと予想している。中越地震の影響はほぼなくなってきている。,
,,○,土石製品製造販売（従業員）,受注量や販売量の動き,・企業の設備投資が上向いており、大型受注が動き出している。橋梁や建物の改修、新築情報が増えている。,
,,○,電気機械器具製造業（経営者）,取引先の様子,・12月の動きは低迷したが、１、２月は短納期対応の引き合いが出てきている。これも３月までで４月以降は具体的なものが見えない。各社在庫削減のため最小限度の発注に限っている。,
,,□,食料品製造業（経営者）,受注量や販売量の動き,・売上はここ数か月間、前年比96％程度と微減状態である。同業他社もほぼ同様の水準で推移している。,
,,□,食料品製造業（経営者）,受注量や販売量の動き,・当社は牛タンのレストラン、土産販売店を経営しているが、米国でＢＳＥの発生以来、牛由来製品が輸入禁止となっている。そのためオーストラリアからの輸入に依存しており、需給バランスが崩れ供給が不足しているだけに、値段、原料仕入値の高値が続き、このままレストラン、土産の価格に跳ね返り、その結果需要が減少し、芳しい状態ではない。,
,,□,木材木製品製造業（経営者）,取引先の様子,・住宅部材メーカーであるが、価格が低迷しているにも関わらず供給過剰で、収益性が悪い状態が続いている。,・住宅部材メーカーであるが、価格が低迷しているにもかかわらず供給過剰で、収益性が悪い状態が続いている。
,,□,その他非製造業［飲食料品卸売業］（経営者）,受注量や販売量の動き,・今月は販売企画が成功し、なんとか前年をクリア出来た。しかし、それ以外では伸びている商品はない。,
,,▲,一般機械器具製造業（経理担当）,受注量や販売量の動き,・自動車部品は比較的堅調に推移しているが、携帯電話用部品、ＯＡ機器、家電等の民生機器が計画を大幅に下回っている。,
,,▲,通信業（営業担当）,受注価格や販売価格の動き,・通信回線の販売価格が下がっており、回線数は増えていても結果的に利益は上がっていない。,
,,▲,広告業協会（役員）,それ以外,・年度末になると必ず新規の得意先が出てきたが、今年は全くない。今年の上期は現状維持が続くのではないか。明るさが見えてこない。,
,,▲,新聞販売店［広告］（店主）,受注量や販売量の動き,・地域最大の建設会社の会社再生問題でリストラが相次ぎ、これによる新聞購読停止が出始めている。今後各業界に連鎖波及するのではないかと話題になっている。,
,,▲,その他非製造業［飲食料品卸売業］（経営者）,それ以外,・仕入先やメーカーとの商談の中で、賞味期限の問題はあるが、商品が売れ残り、これを処分するためのセールが多いということである。,
,,×,＊,＊,＊,
