,,○,食料品製造業（団体役員）,受注量や販売量の動き,・大雪の影響により、除雪費や生活環境維持のための公共事業費等が追加補正支出されることになり、地域の中小企業にも恩恵が生じている。また消費者の買いだめ等により、生鮮加工食品は前年と比較して10％程度増加している。
,,○,通信業（営業担当）,受注量や販売量の動き,・季節要因もあるが、３か月前との比較では明らかに受注件数、問い合わせ数が増加している。また付加価値の高い商品、サービスにシフトする客も増加している。
,,○,広告代理店（従業員）,取引先の様子,・２月１日に上磯町と大野町が合併して北斗市が誕生するが、これに関連して記念広告やセール、イベント等の動きが出てきている。
,,□,輸送業（経営者）,取引先の様子,・運輸関係では燃料の高騰による影響が出ている。その反面、函館では新幹線着工に付随する工事がいくつか出てきているなど、明るいニュースもある。
,,□,輸送業（支店長）,受注量や販売量の動き,・建築物件では、札幌市の高さ規制の問題があり、現在、駆け込み需要が発生している。その部分ではかなり需要が出ているが、そのほかの地域全体でみると鉄骨の使用量は前年比で半減している。また道内物件は好調に推移しているものの、コストの安いコンクリート製品への移行が目立っている。
,,□,輸送業（営業担当）,取引先の様子,・燃料価格差を料金に反映させる動きが浸透して、大半の荷主より収受できるようになってきたが、船社の運賃とはいまだに格差があり、厳しい負担増が続いている。
,,□,金融業（企画担当）,それ以外,・設備資金は増加しているが、一般企業向けは伸び悩んでいる。前年末以降、低温や大雪で冬物商材の売行きが好調であるが、タクシーなど輸送業界は雪が支障となっている。ガソリンなど燃料費の値上がりは企業の収益を圧迫しているほか、家計においても暖房費がかさんでいる。観光は知床周辺は堅調であるが、そのほかの地域ではバラツキがある。
,,□,司法書士,取引先の様子,・例年と比べて降雪量が多く、土地取引や建物の新築が減少している。
,,□,その他サービス業［建設機械リース］（営業担当）,受注価格や販売価格の動き,・民間設備投資がわずかながら増加しているが、依然として受注価格などに変化はみられない。
,,□,その他サービス業［建設機械リース］（支店長）,取引先の様子,・年度末を迎えるが、設備導入の情報や販売側の旺盛な動きがみられない。
,,▲,金属製品製造業（経営者）,受注価格や販売価格の動き,・大雪の影響で道内では雪関連製品が活発に動いているが、それ以外の製品を作っている企業では、雪の影響が重荷になっている。除雪費用がかさみ、また燃料代もかかり、決して良い状態ではない。
,,▲,その他非製造業［機械卸売］（従業員）,受注量や販売量の動き,・例年、加工機械及び消耗資材の１～２月の販売量は減少するが、今年は予想以上に減少している。
,,▲,その他企業［コンベンション担当］（従業員）,受注量や販売量の動き,・降雪が多い影響か本州客の動きが例年より悪い。さっぽろ雪まつり期間の予約も現時点では前年より10％程度減少している。
,,×,＊,＊,＊
"雇用
関連

(北海道)",,◎,－,－,－
,,○,人材派遣会社（社員）,雇用形態の様子,・正月商戦ということもあり、スーパー、家電量販店を中心に販売スタッフ派遣の依頼が多く、併せて販売促進に関連する人材派遣の依頼も多数寄せられた。企業の売上確保に向けた活動が活発になったことを示している。正社員の採用には、いまだ慎重ではあるものの、中途採用の意欲も強まってきており、企業経営に活力が戻りつつある。
,,○,求人情報誌製作会社（編集者）,求人数の動き,・求人件数の伸びを前年と比較すると６％のプラスと増加傾向にはある。しかし求人企業においても、景気が非常に良いという話はなかなか聞かない。例えば小売業の場合、売上好調で募集するというよりは、顧客獲得のための出店、店舗リニューアルに伴う募集が多い。
,,○,求人情報誌製作会社（編集者）,求人数の動き,・年末の低迷から復調しつつあり、年明け当初の落ち込みが、月末にはほぼ前年並みまで回復している。
,,○,学校［大学］（就職担当）,求人数の動き,・大学への求人依頼は多くなっている。しかし採用まで結びついておらず、内定率は前年を若干上回っている程度となっている。一方で開催予定の企業説明会への申込企業数は前年に比べて50社程度増えている。
,,□,求人情報誌製作会社（編集者）,求人数の動き,・求人広告件数がわずかながら増加しているものの、特に飲食、販売系で求人広告を繰り返し出すリピーターが多く、新規求人が増加しているわけではない。
,,□,職業安定所（職員）,求人数の動き,・これまで求人数の前年比は増加傾向を示していたが、ここにきて微増にとどまっており、採用の活発化がみられない。
,,□,職業安定所（職員）,求人数の動き,・新規求人は増加傾向にあるが、人件費抑制の観点から、非正規雇用化が進んでおり、正規雇用に移行する動きがみられない。
,,□,職業安定所（職員）,求人数の動き,・新規求人数は前年比110.1％と引き続き増加となった。産業別でみると、建設業、製造業、運輸業が増加となったが、医療福祉、金融保険業が減少となった。４月からの累計では前年比115.0％となっている。
,,▲,＊,＊,＊
,,×,－,－,－
,,,,,
　２．東北（地域別調査機関：（財）東北開発研究センター）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(東北)",,◎,コンビニ（経営者）,単価の動き,・正月三が日こそマイナスであったが、それ以降は持ち直した。前年１月も101％であったが、今年は107％と上昇した。納品時間変更以降、夜間の売上が上昇した。キャンペーンの実施によって競合他店から客が還流している。
,,○,一般小売店［医薬品］（経営者）,単価の動き,・寒さのために風邪をひく人が多く、風邪薬だけでなく関連商品が非常に売れているので客単価が上がってきている。
,,○,一般小売店［カメラ］（店長）,販売量の動き,・商品の販売は順調だが、大雪のため来客数が少ない。
,,○,百貨店（広報担当）,お客様の様子,・入店客数は前年の24％増であった。単日としては過去最高の売上を記録した２日の初売りに始まり、その後のクリアランスセールも前年を上回る好結果だった。よって最終的に前年をクリアしている。店頭だけなら４か月連続で前年を上回った。
,,○,百貨店（売場担当）,お客様の様子,・雪の影響もあり、出足が悪い日が続いたが、初売りのセールなどでは売上が過去最高を記録するなど好調であった。春物の動きも早く、既に見ている客も多い。景気は上向きである。
,,○,スーパー（店長）,販売量の動き,・年末からの大雪による客の来店頻度低下で客数が前年並みになっているが、客のまとめ買い傾向が強まり、買上点数が前期比102％、１品単価が101％と伸びたことにより、売上が105％と好調に推移している。野菜相場の高値安定もプラス効果になっている。
,,○,スーパー（店長）,来客数の動き,・来客数が102.5％、売上が102.9％となっている。原油価格高騰と野菜高騰による商品の原価単価上昇で、売上が増加している。販売点数はやや減少しているが、単価上昇と来客数増で助けられている。
,,○,衣料品専門店（総務担当）,販売量の動き,・降雪により、アウター類、ウィンター商品の売上が前年と比べ良かった。
,,○,家電量販店（従業員）,販売量の動き,・年末年始にかけて前年に比べて動きが良く、12月に比べても好調に推移した。冬物商材は予想を超えて売れたために販売するものがなくなり、これが潤沢に供給されれば更に良くなった。
,,○,その他専門店［ガソリンスタンド］（営業担当）,販売量の動き,・寒波の影響で、暖房用としての灯油、重油を中心として需要が旺盛である。価格も上昇しているが、全体として収益が増加している。懸念材料として、ガソリン、軽油の需要が前年を割ってきていることがあり、寒波が去った後の状況がどうなるか読めない状況にある。総じて、石油販売業者としては寒波の到来で一息ついた状況になっている。
,,○,一般レストラン（経営者）,来客数の動き,・基本的には低調な雰囲気に変わりはない。しかし、来客数が増えるなど何となく上向きの状況である。１月中旬はかなり減少したが、後半持ち直している。
,,○,一般レストラン（スタッフ）,単価の動き,・客単価が高くなってきている。客は徐々に良いものを買ったり食べたりしている。
,,○,都市型ホテル（経営者）,来客数の動き,・単価については、以前と同様に上がってこないが、来客数は２％程度上がっている。関東圏からの客を中心とする宿泊件数が増えている。地元向けのレストラン部門のイベント関係は前年よりも増加し、このまま推移する。
,,○,美容室（経営者）,販売量の動き,・美容の客単価と売上は３か月前と横ばいで前年割れの状態であるが、商品券の売上が例年以上に良かった。
,,□,商店街（代表者）,来客数の動き,・売上自体は前年よりも少し良いが、来客数が相変わらず増えない。中心商店街の長期低落傾向はまだ変わっていないのではないかと懸念している。
,,□,一般小売店［書籍］（経営者）,来客数の動き,・記録的な降雪、積雪による道路事情の悪化が来客数に大きく影響した。特に郊外店はそれが顕著だった。
,,□,一般小売店［雑貨］（企画担当）,来客数の動き,・12月に雪が多かったために冬物商材が先食いされ、１月は動きが止まり、来客数が非常に落ち込んでいる。
,,□,百貨店（売場主任）,販売量の動き,・降雪による客足への影響と、寒いなか防寒物の需要はあるものの婦人アパレルにおいてコートの生産不足による売り逃しが多いことから、３か月前と同様前年割れの状況が続いている。
,,□,百貨店（売場主任）,お客様の様子,・例年ならばフレッシャーズやマザーニーズなどのモチベーション需要で春物の動きがあるが、まだ、防寒物、特にコートを求める客が多かった。一般の売場ではコート不足の影響が大きい。しかし、別会場での冬物バーゲンは大幅に売上増につながっている。
,,□,百貨店（売場主任）,それ以外,・宝飾、ブランド雑貨など一部に動きがみられるが、衣料品は気温などの要因に大きく左右されており、一進一退の状況が続いている。
,,□,百貨店（企画担当）,お客様の様子,・大雪の影響で道路状況が非常に悪く、ミセスの来客数が減少している。ヤングについては、ショートコートがトレンドだったが、厳しい寒さのため求められるのがロングコートに替わり、需要と供給がマッチしていないのが今年の冬の特徴となっている。
,,□,百貨店（販促担当）,販売量の動き,・新春福袋やクリアランスなどの初売りは順調なスタートを切ったが、今年は冬物の実需期が例年よりもピークが早かったため、現在冬物の品薄感が全体的に出ており、期末の商材に不安が残る。
,,□,スーパー（経営者）,販売量の動き,・12月は暖冬予想から一変寒波ということで中高年を中心に買い込み傾向が強まり順調に推移したが、１月は灯油の高騰等があり、非常に慎重な購買行動に変わっている。２か月間で大きな変化が出ている。
,,□,スーパー（経営者）,お客様の様子,・夕方のピーク時間における各社のタイムサービスが激化しており、安いものを目当てに買物をする客が流動的になっている。
,,□,スーパー（店長）,販売量の動き,・大雪や寒さの影響で来店頻度が少なくなり、来客数が10％ほど減少している。しかし、買上点数、客単価が伸びているので、売上が前年比98％程度で推移している。雪が少ない時にまとめ買いする傾向がある。
,,□,スーパー（総務担当）,単価の動き,・１月も野菜の単価が高値で推移し、生鮮全体の単価を引上げている。精肉は前年と同じで、水産は前年より３％強落ちている。加工食品は価格訴求もあり、前年比２％弱落ちている。加工食品の買上点数は3.6％伸びたので売上は前年をクリアした。食品全体では平均単価が1.3％落ちたが、買上点数が２％強伸びたので売上は前月よりやや回復した。しかし１品単価は依然として落ちている。全体としては同じ推移だった。
,,□,スーパー（企画担当）,販売量の動き,・年末年始を中心とした気温低下に伴い、冬物など品ぞろえの多い大型店への客の流出と野菜の高騰による買上点数の減少がみられた。
,,□,衣料品専門店（経営者）,お客様の様子,・セールの売上が、商材不足により伸び悩んでいるが、客の購買意欲は依然として変わらず良い状況である。
,,□,衣料品専門店（店長）,お客様の様子,・春物などを先行買いする客もみられるが、実需型の客層が主であり、天候要因で来客数、売上が左右されている状況下では、本調子になっていない。
,,□,衣料品専門店（店長）,来客数の動き,・客に電話をしても、大雪のために除雪で疲れているとか、屋根の雪下ろしなどの除雪費がかかり、気分的にも洋服どころではないなどと言われる。
,,□,乗用車販売店（経営者）,来客数の動き,・大雪、寒波の影響、保有延長により、サービスの入庫量は、前年を５～６％上回る状況である。新型車発売により、来客数が増えており、新車販売台数の伸びが期待される。しかし、中古車は例年１月中旬頃から新卒予定者の買い回りの動きがみられるが、今年はまだ低調な動きである。
,,□,乗用車販売店（経営者）,販売量の動き,・近年にない12月から１月の降雪の影響で、需要が後送りになっている。新型モデルへの反応は鈍く、客の「コンパクト、低価格」志向が鮮明になってきている。
,,□,住関連専門店（経営者）,来客数の動き,・初売りはまあまあであった。季節商材の学習机は若干伸びたが、ひな人形は約30％減となっている。大雪により客足が鈍かった。
,,□,その他専門店［呉服］（経営者）,それ以外,・客の話では、石油の値段が上がったことから生活を直撃しているとのことである。
,,□,観光型ホテル（経営者）,来客数の動き,・今年の正月の忙しさは短く１月２日までであった。全体の入込も週末の金土日に集中し、以前と異なりほとんどが地元の客であった。団体客は建築関係や人生の節目の祝賀会が目立つ程度である。管内のパブリック施設の売上が前年より多少上回った。温泉地域全体の入込客が極端に減少してきている。
,,□,通信会社（営業担当）,お客様の様子,・客との商談時に景気の話となり、首都圏は良い印象を持つが、地域への好影響を感じられないパターンが多い。
,,□,観光名所（職員）,来客数の動き,・前年末の大雪の影響も落ち着きつつあり、来場者は前年並みである。
,,□,住宅販売会社（従業員）,販売量の動き,・従来であれば、３月の年度末に向け分譲住宅の販売が加速する時期であるはずが、今のところそのような兆しは感じられない。
,,▲,一般小売店［茶］（経営者）,それ以外,・大手水産会社の倒産など景気の良い話が聞かれない。宝石店では、特価品は動いているがその他は動いていない。大型スーパーも元旦～２日までのにぎわいだった。ギフトショップも客の入りが悪くなっている。
,,▲,コンビニ（経営者）,お客様の様子,・今年の冬は雪が多く、例年よりも道路に雪が残っており、歩いての来客が減っている。
,,▲,衣料品専門店（店長）,来客数の動き,・初売りまではそこそこ好調だったが、それ以降が厳しかった。リクルートマーケット全体のパイの縮小が来客数に影響を与えている。
,,▲,乗用車販売店（経営者）,来客数の動き,・例年では少々の雪があっても、１月は春の乗換えに向けて商談が出て、来客数が増えてくる時期であるが、今年は12月以来の大雪のために道路事情が悪く、今までになく来客数も少なく、商談もないという低迷状態である。
,,▲,その他専門店［靴］（経営者）,販売量の動き,・大雪による需要はあるが、冬物商材の不足により売上が伸びない。
,,▲,その他専門店［白衣・ユニフォーム］（営業担当）,販売量の動き,・かなりの大雪が降り、人の動きが悪くなり、受注も例年になく少なかった。
,,▲,高級レストラン（支配人）,来客数の動き,・会社関係の接待が減少している。昼の一般客、特に主婦層の来客数が増加し、夜の来客数が減少している。
,,▲,観光型旅館（経営者）,来客数の動き,・大雪の影響か12月、１月の来客数が大幅に減少した。１月は前年比で10％以上の落ち込みとなっている。県内の忘年会、新年会が非常に少ない。
,,▲,都市型ホテル（スタッフ）,お客様の様子,・羽越本線事故や雪による市民生活への影響などで、ホテルでの宴会関係が自粛されるなど厳しい状況になっている。
,,▲,観光名所（職員）,来客数の動き,・マスコミにより豪雪が騒がれているためか、絶景であるにもかかわらず、乗船客数が非常に落ち込んでいる。
,,▲,遊園地（経営者）,来客数の動き,・20年ぶりの寒波により、客の外出が控えられ、来客数は前年を約25％下回った。単価も前年をわずかながら下回った。
,,▲,設計事務所（経営者）,それ以外,・建設現場等で大雪による影響で、想定以上の経費と一時的な人手不足が発生し、効率的な施工ができなくなっている。
,,×,住宅販売会社（従業員）,来客数の動き,・例年にない大雪のため、年明けから全くと言ってよいほど展示場来場者がない。
"企業
動向
関連

(東北)",,◎,－,－,－
,,○,食料品製造業（経営者）,受注量や販売量の動き,・初売りは来客数、売上ともに良かった。初売りが良かったのでその後の反動も心配していたが、売上も前年増で推移している。１月から一部商品の値上げもしているが、大きな影響は出ていない。
,,○,一般機械器具製造業（経理担当）,受注量や販売量の動き,・自動車部品については、国内、輸出ともに非常に好調で、過去最高の水準の売上で推移している。民生機器についても比較的好調に推移している。
,,○,電気機械器具製造業（経営者）,取引先の様子,・売上は前年よりも安定した受注が続き、試作製品が再受注になってきた。原材料の高騰があるが、おおむね利益面も安定してきている。
,,○,電気機械器具製造業（企画担当）,受注量や販売量の動き,・半導体業界全般に上向き傾向であり、受注量も現時点までは良好で推移している。
,,○,経営コンサルタント,取引先の様子,・自動車部品の卸売業では前年比で15％以上も販売が伸びている。
,,□,繊維工業（総務担当）,受注量や販売量の動き,・３か月前の秋冬物最盛期と現在の春夏物最盛期においては忙しい時期に当たり変わらないが、産地全体としては、依然厳しい状況である。来月も１社が廃業することとなり、メーカー数が年々減っている。
,,□,木材木製品製造業（経営者）,受注価格や販売価格の動き,・住宅部材の製品単価の改善が進まず、採算が非常に悪い。
,,□,土石製品製造販売（従業員）,受注量や販売量の動き,・県内の工事発注は季節に左右されないが、積雪の多い日本海側の工事件数が減っており、それに伴い受注量が減少傾向にある。
,,□,輸送業（従業員）,取引先の様子,・受注量は大きく変動してないが、衣類関連の好調が目立っている。
,,□,広告代理店（従業員）,受注量や販売量の動き,・今月の動きは鈍く、全体の受注量は増えていない。また、マンション関係の仕事は、耐震強度偽装問題で懸念していたが、大手の仕事は増えてきている。
,,□,新聞販売店［広告］（店主）,受注量や販売量の動き,・折込チラシについては前月よりもやや持ち直している。購読については、１月中は申込が多かったが、２月から経済的理由により中止するところが目立っている。
,,□,その他非製造業［飲食料品卸売業］（経営者）,受注量や販売量の動き,・年末の流通における在庫が消費されず、今月の受注減に影響している。前年度11～１月の３か月間と今年度を比較すると微減である。
,,□,その他企業［企画業］（経営者）,取引先の様子,・住宅会社の取引先が多いが、全体的に受注が減っている。しかし、取引先自体の動きが悪いわけではない。
,,□,その他企業［管理業］（従業員）,取引先の様子,・相変わらず安い単価で納入したり、運搬したりするような利益の出ない仕事をしている。そのうち良くなるだろうと思いながら、やらないよりもましという状態である。
,,▲,食料品製造業（経営者）,受注量や販売量の動き,・米国産牛肉輸入の再停止と安全面に対する不安視から、牛タンのレストラン、土産の需要が非常に落ち込んでいる。
,,▲,建設業（経営者）,受注量や販売量の動き,・大雪などによる工期の延び、除雪費の増加で工事の採算が悪くなっている。客も大雪のため発注を控えている。
,,▲,輸送業（経営者）,取引先の様子,・原材料費の高騰により大荷主の製造業において、コストの引下げ計画があり、当社への物流費の値下げ要請に応えざるをえない状況にある。
,,×,＊,＊,＊
"雇用
関連

(東北)",,◎,人材派遣会社（社員）,雇用形態の様子,・中央の請負専門業者が、かかわっている大型の製造業請負を当社派遣へ全面切替えする案件が進められている。３か月前に比べ上向きである。
,,◎,人材派遣会社（社員）,求人数の動き,・求人側も求職側も女性に加え、中年男性も目立ち始め、人材の取り合いが多くなってきた。
,,○,人材派遣会社（社員）,求人数の動き,・特にシステムエンジニア職、営業でも生命保険、住宅、不動産の営業職を中心に募集が増えている。
,,○,新聞社［求人広告］（担当者）,求人数の動き,・求人広告件数が３か月前に比べ、31％増となっている。
,,○,職業安定所（職員）,求職者数の動き,・求人数は、常用で7.2％増加したが、パートでは25.0％と大幅に減少し、全体では2.6％の減少となった。求職者は、在職者が増加しているものの、事業主都合離職者、無業者の減少が大きく、8.6％の減と２か月連続で減少した。
,,○,職業安定所（職員）,求職者数の動き,・大雪の影響により、求職者が減少しているが、就職に対する危機感がやや薄れてきているように感じる。求人数も減少傾向にあるが、求人倍率は上向きつつある。
,,□,人材派遣会社（社員）,求人数の動き,・１案件で３人、５人という求人が増えつつある。コールセンターに類する業種で新規開業が続いており、人手不足感も漂いつつある。
,,□,人材派遣会社（社員）,求人数の動き,・年明けは動きが鈍かった求人も中盤から動き始め好調だが、実際の案件にマッチする人材が少なく数少ない応募から人選をせざるをえない状況は変わらない。経験より人物重視で、試みに採用してもらうケースが増えている。
,,□,職業安定所（職員）,雇用形態の様子,・前年４月以降、６月を除いて前年同月比で新規求人数は増えているが、パートタイム雇用や期限付雇用が増える一方、フルタイム雇用が増えない。
,,□,職業安定所（職員）,求人数の動き,・新規求人数、有効求人数ともに減少傾向で推移している。特に製造業、建設業、宿泊業での減少が顕著に出ている。
,,□,職業安定所（職員）,求人数の動き,・豪雪の影響で、新潟県中越地震復興関連工事の一時中断がみられ、建設業で求人が減少したほか、製造業での大口派遣求人も減少したことから、新規求人が２か月連続前年比で減少した。
,,▲,＊,＊,＊
,,×,－,－,－
,,,,,
　３．北関東（地域別調査機関：（財）日本経済研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北関東)",,◎,コンビニ（店長）,来客数の動き,・正月の客の動きがとても良く、来客数は前年比110％であった。売れている高単価のアイスクリームやデザート、菓子などを更に売り込むとともに、前年割れの商品を細かくチェックしててこ入れを行い、回復を図ったことで、売上は前年比108％となっている。
,,○,百貨店（販売促進担当）,販売量の動き,・正月の初売りは来客数も多く、売上が非常に伸びた。寒さが厳しいため、衣料品や季節品の売上も好調である。
,,○,百貨店（販売促進担当）,販売量の動き,・冬物がクリアランスに入り、売上、販売数量共に前年を上回っている。
,,○,スーパー（店長）,単価の動き,・単価の下落が止まったようで、１点当たりの単価、客単価共に前年より上昇傾向にある。消費者に余裕が出てきたようである。
,,○,乗用車販売店（経営者）,販売量の動き,・新型車の発表が相次ぎ、今まで買い控えをしていた客が購入するケースが増えてきている。新車以外の車種においても商談に至るケースが非常に多くなっている。
